Latitude,Longitude,Month,Day,Year,Time,Seconds,Unix_Time,Reliability,Mag_var
36.12403,-86.727701,3,4,2019,1215,20,1551723320,5,351
36.07406,-86.692546,3,4,2019,0825,14,1551709514,6,334
36.142312,-86.709617,3,4,2019,1735,21,1551742521,8,78
36.124415,-86.72777,3,4,2019,1251,11,1551725471,8,356
36.124415,-86.72777,3,4,2019,1251,11,1551725471,7,356
36.13938,-86.819301,3,4,2019,1610,00,1551737400,5,277
36.061461,-86.904133,3,4,2019,0708,56,1551704936,9,336
36.113747,-86.772534,3,4,2019,0735,01,1551706501,6,341
36.171094,-86.769999,3,4,2019,1525,14,1551734714,9,68
35.999339,-86.602819,3,4,2019,0613,36,1551701616,5,308
36.12403,-86.727701,3,4,2019,1215,20,1551723320,6,351
36.062128,-86.905167,3,4,2019,0742,36,1551706956,7,67
36.302476,-86.885801,3,4,2019,0648,53,1551703733,5,205
36.037552,-86.786097,3,4,2019,0847,52,1551710872,5,260
36.318169,-86.888737,3,4,2019,0759,26,1551707966,8,111
36.038582,-86.782866,3,4,2019,1741,25,1551742885,5,186
36.147146,-86.743495,3,4,2019,1738,43,1551742723,7,309
36.115977,-86.794052,3,6,2019,1557,24,1551909444,10,86
36.123009,-86.750442,3,6,2019,1603,31,1551909811,5,69
36.104096,-86.715917,3,6,2019,1554,57,1551909297,6,128
36.152103,-86.753434,3,6,2019,1552,46,1551909166,5,116
36.274893,-86.735399,3,6,2019,1543,05,1551908585,10,10
36.241007,-86.756001,3,6,2019,0843,37,1551883417,5,63
36.168813,-86.68463,3,6,2019,0816,58,1551881818,10,81
36.080467,-87.041488,3,6,2019,0853,20,1551884000,6,126
36.140598,-86.722838,3,6,2019,0831,13,1551882673,6,265
36.140591,-86.722926,3,6,2019,0844,50,1551883490,6,265
36.069417,-86.770045,3,6,2019,0928,32,1551886112,10,10
36.074775,-86.768418,3,6,2019,0944,01,1551887041,5,21
36.070592,-86.769764,3,6,2019,0955,58,1551887758,5,10
36.111345,-86.771044,3,5,2019,1827,29,1551832049,10,339
36.038105,-86.784395,3,5,2019,1828,48,1551832128,6,208
36.204935,-86.775501,3,5,2019,1827,47,1551832067,6,41
36.123717,-86.781768,3,5,2019,1849,41,1551833381,5,59
36.223576,-86.782258,3,5,2019,1834,24,1551832464,5,5
36.098143,-86.738695,3,5,2019,1839,03,1551832743,5,338
36.122688,-86.806934,3,5,2019,1849,53,1551833393,5,17
36.106489,-86.719144,3,5,2019,1825,44,1551831944,10,136
36.205707,-86.774652,3,5,2019,1914,50,1551834890,5,41
36.123175,-86.806758,3,5,2019,1852,40,1551833560,5,16
36.015358,-86.620574,3,6,2019,0700,55,1551877255,6,256
36.040368,-86.780716,3,6,2019,0704,57,1551877497,7,264
36.040398,-86.78087,3,6,2019,0708,06,1551877686,5,296
36.014773,-86.620364,3,6,2019,0622,16,1551874936,10,10
36.03193,-86.762466,3,6,2019,0712,22,1551877942,5,276
36.300701,-86.886784,3,6,2019,0638,29,1551875909,7,205
36.080771,-87.042001,3,6,2019,0708,56,1551877736,8,126
36.08069,-87.041864,3,6,2019,0712,32,1551877952,5,126
36.172076,-86.801114,3,6,2019,0700,54,1551877254,10,85
36.111686,-86.527331,3,6,2019,1241,57,1551897717,5,39
36.056576,-86.642047,3,6,2019,0106,19,1551855979,5,9
36.078125,-86.730552,3,6,2019,1659,05,1551913145,9,66
36.153007,-86.787574,3,6,2019,1706,18,1551913578,5,124
36.271904,-86.754303,3,6,2019,1727,31,1551914851,5,23
36.151793,-86.690987,3,6,2019,1726,30,1551914790,5,40
36.303027,-86.701842,3,6,2019,1727,12,1551914832,5,341
36.082492,-86.763433,3,6,2019,1725,22,1551914722,7,98
36.05779,-86.67729,3,6,2019,1722,21,1551914541,6,320
36.1418,-86.712688,3,6,2019,1718,10,1551914290,5,78
36.173905,-86.689605,3,6,2019,1656,56,1551913016,8,327
36.044505,-86.657329,3,6,2019,1703,27,1551913407,10,306
36.233784,-86.815874,3,6,2019,1716,08,1551914168,6,80
36.271796,-86.736031,3,6,2019,1700,07,1551913207,6,9
36.271867,-86.736017,3,6,2019,1649,32,1551912572,10,9
36.142684,-86.81555,3,6,2019,0552,45,1551873165,5,330
36.142513,-86.815609,3,6,2019,0554,50,1551873290,5,0
36.085863,-86.701516,3,6,2019,1644,54,1551912294,5,215
36.173358,-86.765871,3,6,2019,1627,17,1551911237,5,120
36.317373,-86.876463,3,6,2019,1627,55,1551911275,9,186
36.146644,-86.743772,3,6,2019,1644,43,1551912283,6,8
36.078726,-86.728833,3,6,2019,1650,49,1551912649,5,247
36.0791,-86.727769,3,6,2019,1652,23,1551912743,5,248
36.085677,-86.701058,3,6,2019,1630,14,1551911414,8,249
36.115929,-86.794946,3,6,2019,1642,08,1551912128,10,86
36.056707,-86.67616,3,6,2019,1644,16,1551912256,10,320
36.057681,-86.677177,3,6,2019,1652,08,1551912728,5,320
36.123102,-86.750129,3,6,2019,1626,45,1551911205,9,69
36.162286,-86.760876,3,6,2019,1628,38,1551911318,7,331
36.170288,-86.768768,3,5,2019,2221,37,1551846097,9,66
36.070842,-86.769951,3,5,2019,2237,52,1551847072,5,191
36.20707,-86.791519,3,5,2019,1946,00,1551836760,5,56
36.205707,-86.774652,3,5,2019,1914,50,1551834890,6,41
36.205707,-86.774652,3,5,2019,1914,50,1551834890,7,41
36.286824,-86.705039,3,6,2019,1348,57,1551901737,5,81
36.251084,-86.715676,3,6,2019,0346,44,1551865604,6,299
36.0791,-86.727769,3,6,2019,1652,23,1551912743,9,248
36.057681,-86.677177,3,6,2019,1652,08,1551912728,9,320
36.139963,-86.728748,3,6,2019,1656,14,1551912974,5,94
36.233784,-86.815874,3,6,2019,1716,08,1551914168,5,80
36.271687,-86.736054,3,6,2019,1700,07,1551913207,5,9
36.150545,-86.770198,3,5,2019,2142,29,1551843749,10,61
36.113461,-86.525699,3,6,2019,1305,31,1551899131,5,215
36.015358,-86.620574,3,6,2019,0700,55,1551877255,10,256
36.015365,-86.620953,3,6,2019,0739,32,1551879572,5,300
36.154521,-86.76279,3,6,2019,0713,32,1551878012,10,231
36.16406,-86.612568,3,6,2019,0737,36,1551879456,5,211
36.032023,-86.763387,3,6,2019,0725,03,1551878703,6,278
36.03193,-86.762466,3,6,2019,0712,22,1551877942,10,276
36.032438,-86.767369,3,6,2019,0713,47,1551878027,5,277
36.032117,-86.764217,3,6,2019,0731,03,1551879063,5,278
36.047583,-86.655871,3,6,2019,0738,30,1551879510,5,49
36.301032,-86.8866,3,6,2019,0722,17,1551878537,6,205
36.327946,-86.71454,3,6,2019,0738,17,1551879497,5,168
36.080265,-87.041148,3,6,2019,0715,42,1551878142,5,126
36.017413,-86.786251,3,6,2019,0722,23,1551878543,10,348
36.096757,-86.76335,3,6,2019,0727,19,1551878839,5,169
36.113526,-86.772439,3,6,2019,0723,36,1551878616,6,341
36.154173,-86.762945,3,6,2019,0733,34,1551879214,10,240
36.192847,-86.777682,3,6,2019,0739,28,1551879568,6,243
36.047583,-86.655871,3,6,2019,0738,30,1551879510,6,49
36.169353,-86.57838,3,6,2019,0744,21,1551879861,6,274
36.173483,-86.766302,3,6,2019,1618,48,1551910728,5,105
36.317373,-86.876463,3,6,2019,1627,55,1551911275,6,186
36.079611,-86.953579,3,6,2019,1609,55,1551910195,5,126
36.085677,-86.701058,3,6,2019,1630,14,1551911414,5,249
36.17312,-86.765587,3,6,2019,1617,00,1551910620,6,151
36.122945,-86.750655,3,6,2019,1603,31,1551909811,9,69
36.11594,-86.794743,3,6,2019,1621,58,1551910918,10,86
36.123102,-86.750129,3,6,2019,1626,45,1551911205,5,69
36.162151,-86.76078,3,6,2019,1621,38,1551910898,5,151
36.162286,-86.760876,3,6,2019,1628,38,1551911318,6,331
36.152103,-86.753434,3,6,2019,1552,46,1551909166,8,116
36.233993,-86.814252,3,6,2019,1608,17,1551910097,6,80
36.272731,-86.735841,3,6,2019,1604,03,1551909843,10,9
36.272979,-86.73579,3,6,2019,1543,05,1551908585,10,9
36.17312,-86.765587,3,6,2019,1617,00,1551910620,5,151
36.122945,-86.750655,3,6,2019,1603,31,1551909811,8,69
36.152088,-86.752999,3,6,2019,1612,14,1551910334,6,296
36.272731,-86.735841,3,6,2019,1604,03,1551909843,9,9
36.17505,-86.767554,3,6,2019,1211,49,1551895909,5,223
36.140393,-86.776223,3,6,2019,1212,46,1551895966,10,348
36.137223,-86.775834,3,6,2019,1212,58,1551895978,5,356
36.069558,-86.693574,3,6,2019,0752,35,1551880355,8,277
36.16844,-86.687834,3,6,2019,0806,46,1551881206,5,263
36.047583,-86.655871,3,6,2019,0738,30,1551879510,10,49
36.327946,-86.71454,3,6,2019,0738,17,1551879497,10,168
36.0266,-86.633968,3,6,2019,0756,38,1551880598,6,318
36.169354,-86.57839799999999,3,6,2019,0747,41,1551880061,5,274
36.169353,-86.57838,3,6,2019,0744,21,1551879861,7,274
36.24488,-86.746687,3,6,2019,0808,04,1551881284,5,225
36.072711,-86.68579,3,6,2019,0119,56,1551856796,5,67
36.143318,-86.704644,3,6,2019,0840,08,1551883208,10,259
36.070592,-86.769764,3,6,2019,0955,58,1551887758,7,10
36.069558,-86.693574,3,6,2019,0752,35,1551880355,7,277
36.047583,-86.655871,3,6,2019,0738,30,1551879510,8,49
36.327946,-86.71454,3,6,2019,0738,17,1551879497,7,168
36.017282,-86.786214,3,6,2019,0753,46,1551880426,5,348
36.0266,-86.633968,3,6,2019,0756,38,1551880598,5,318
36.113526,-86.772439,3,6,2019,0723,36,1551878616,8,341
36.20707,-86.791519,3,5,2019,1946,00,1551836760,6,56
36.150545,-86.770198,3,5,2019,2142,29,1551843749,5,61
36.081781,-86.761841,3,6,2019,0814,04,1551881644,6,23
36.069558,-86.693574,3,6,2019,0752,35,1551880355,9,277
36.069474,-86.693088,3,6,2019,0812,04,1551881524,5,288
36.16844,-86.687834,3,6,2019,0806,46,1551881206,7,263
36.140657,-86.722127,3,6,2019,0810,02,1551881402,6,265
36.014773,-86.620364,3,6,2019,0622,16,1551874936,7,10
36.300701,-86.886784,3,6,2019,0638,29,1551875909,5,205
36.146644,-86.743772,3,6,2019,1644,43,1551912283,8,8
36.0791,-86.727769,3,6,2019,1652,23,1551912743,7,248
36.059103,-86.678661,3,6,2019,1644,16,1551912256,10,320
36.057681,-86.677177,3,6,2019,1652,08,1551912728,8,320
36.173905,-86.689605,3,6,2019,1656,56,1551913016,6,327
36.134243,-86.77846,3,6,2019,0914,42,1551885282,5,270
36.154235,-86.816774,3,6,2019,0916,45,1551885405,7,75
36.069417,-86.770045,3,6,2019,0928,32,1551886112,5,10
36.12178,-86.773171,3,6,2019,0919,01,1551885541,6,7
36.120999,-86.773306,3,6,2019,0923,03,1551885783,6,7
36.111631,-86.771187,3,5,2019,1801,49,1551830509,8,339
36.307085,-86.684748,3,5,2019,1806,25,1551830785,5,327
36.275072,-86.764754,3,5,2019,1753,28,1551830008,5,312
36.111907,-86.77155,3,5,2019,1810,50,1551831050,6,333
36.141019,-86.776395,3,5,2019,1754,08,1551830048,8,348
36.141613,-86.776559,3,5,2019,1756,49,1551830209,5,348
36.144008,-86.692445,3,5,2019,1724,59,1551828299,9,100
36.143948,-86.692042,3,5,2019,1756,37,1551830197,5,100
36.277372,-86.734638,3,5,2019,1812,22,1551831142,9,17
36.015358,-86.620574,3,6,2019,0700,55,1551877255,9,256
36.040368,-86.780716,3,6,2019,0704,57,1551877497,10,264
36.032153,-86.764538,3,6,2019,0725,03,1551878703,5,278
36.03193,-86.762466,3,6,2019,0712,22,1551877942,9,276
36.301032,-86.8866,3,6,2019,0722,17,1551878537,5,205
36.301672,-86.886245,3,6,2019,0723,25,1551878605,5,205
36.080771,-87.042001,3,6,2019,0708,56,1551877736,10,126
36.077559,-86.963936,3,6,2019,0723,37,1551878617,6,59
36.017413,-86.786251,3,6,2019,0722,23,1551878543,6,348
36.113526,-86.772439,3,6,2019,0723,36,1551878616,5,341
36.153007,-86.787574,3,6,2019,1706,18,1551913578,8,124
36.151793,-86.690987,3,6,2019,1726,30,1551914790,8,40
36.082492,-86.763433,3,6,2019,1725,22,1551914722,10,98
36.078724,-86.728838,3,6,2019,1734,41,1551915281,5,247
36.056748,-86.676203,3,6,2019,1738,17,1551915497,5,320
36.05779,-86.67729,3,6,2019,1722,21,1551914541,7,320
36.056622,-86.676071,3,6,2019,1735,17,1551915317,5,320
36.144205,-86.6964,3,6,2019,1748,09,1551916089,9,87
36.1418,-86.712688,3,6,2019,1718,10,1551914290,6,78
36.150545,-86.770198,3,5,2019,2142,29,1551843749,8,61
36.153007,-86.787574,3,6,2019,1706,18,1551913578,6,124
36.233784,-86.815874,3,6,2019,1716,08,1551914168,7,80
36.142513,-86.815609,3,6,2019,0554,50,1551873290,7,0
36.153007,-86.787574,3,6,2019,1706,18,1551913578,7,124
36.151793,-86.690987,3,6,2019,1726,30,1551914790,7,40
36.141558,-86.776543,3,5,2019,1816,45,1551831405,5,348
36.277372,-86.734638,3,5,2019,1812,22,1551831142,10,17
36.115969,-86.794188,3,6,2019,1557,24,1551909444,5,86
36.104096,-86.715917,3,6,2019,1554,57,1551909297,5,128
36.175694,-86.766805,3,6,2019,1417,34,1551903454,5,224
36.159111,-86.615272,3,6,2019,0639,15,1551875955,5,227
36.158614,-86.615428,3,6,2019,0639,29,1551875969,5,133
36.307497,-86.684404,3,5,2019,1731,07,1551828667,9,60
36.141019,-86.776395,3,5,2019,1754,08,1551830048,5,348
36.144008,-86.692445,3,5,2019,1724,59,1551828299,7,100
36.150545,-86.770198,3,5,2019,2142,29,1551843749,7,61
36.081781,-86.761841,3,6,2019,0814,04,1551881644,10,23
36.168508,-86.68721,3,6,2019,0822,58,1551882178,8,263
36.081929,-86.760983,3,6,2019,0822,45,1551882165,9,112
36.168453,-86.687716,3,6,2019,0806,46,1551881206,10,263
36.168813,-86.68463,3,6,2019,0816,58,1551881818,8,81
36.31817,-86.888741,3,6,2019,0830,40,1551882640,7,111
36.109443,-86.727741,3,6,2019,0835,52,1551882952,5,99
36.143318,-86.704644,3,6,2019,0840,08,1551883208,6,259
36.154235,-86.816774,3,6,2019,0916,45,1551885405,8,75
36.069417,-86.770045,3,6,2019,0928,32,1551886112,9,10
36.120999,-86.773306,3,6,2019,0923,03,1551885783,7,7
36.085677,-86.701058,3,6,2019,1630,14,1551911414,6,249
36.17312,-86.765587,3,6,2019,1617,00,1551910620,7,151
36.122945,-86.750655,3,6,2019,1603,31,1551909811,10,69
36.123102,-86.750129,3,6,2019,1626,45,1551911205,6,69
36.162151,-86.76078,3,6,2019,1621,38,1551910898,6,151
36.152103,-86.753434,3,6,2019,1552,46,1551909166,9,116
36.085677,-86.701058,3,6,2019,1630,14,1551911414,7,249
36.175275,-86.7659,3,6,2019,1636,44,1551911804,8,156
36.123102,-86.750129,3,6,2019,1626,45,1551911205,7,69
36.152103,-86.753434,3,6,2019,1552,46,1551909166,10,116
36.080907,-87.042231,3,6,2019,0708,56,1551877736,6,126
36.152008,-86.690757,3,6,2019,1751,50,1551916310,5,40
36.078724,-86.728838,3,6,2019,1734,41,1551915281,8,247
36.144205,-86.6964,3,6,2019,1748,09,1551916089,10,87
36.1418,-86.712688,3,6,2019,1718,10,1551914290,8,78
36.082492,-86.763433,3,6,2019,1725,22,1551914722,9,98
36.060263,-86.679871,3,6,2019,1644,16,1551912256,10,320
36.057681,-86.677177,3,6,2019,1652,08,1551912728,7,320
36.044505,-86.657329,3,6,2019,1703,27,1551913407,5,306
36.152103,-86.753434,3,6,2019,1552,46,1551909166,7,116
36.152088,-86.752999,3,6,2019,1612,14,1551910334,7,296
36.1657,-86.609434,3,6,2019,0733,27,1551879207,6,80
36.154173,-86.762945,3,6,2019,0733,34,1551879214,5,240
36.079847,-86.725885,3,6,2019,1755,35,1551916535,5,94
36.056693,-86.676146,3,6,2019,1755,34,1551916534,5,320
36.1418,-86.712688,3,6,2019,1718,10,1551914290,9,78
36.170288,-86.768768,3,5,2019,2221,37,1551846097,7,66
36.069417,-86.770045,3,6,2019,0928,32,1551886112,7,10
36.170288,-86.768768,3,5,2019,2221,37,1551846097,8,66
36.120999,-86.773306,3,6,2019,0923,03,1551885783,8,7
36.142513,-86.815609,3,6,2019,0554,50,1551873290,8,0
36.014773,-86.620364,3,6,2019,0622,16,1551874936,5,10
36.069417,-86.770045,3,6,2019,0928,32,1551886112,6,10
36.080467,-87.041488,3,6,2019,0853,20,1551884000,7,126
36.274893,-86.735399,3,6,2019,1543,05,1551908585,7,10
36.168508,-86.68721,3,6,2019,0822,58,1551882178,7,263
36.140598,-86.722838,3,6,2019,0831,13,1551882673,5,265
36.115936,-86.794806,3,6,2019,1621,58,1551910918,7,86
36.152088,-86.752999,3,6,2019,1612,14,1551910334,8,296
36.327946,-86.71454,3,6,2019,0738,17,1551879497,9,168
36.047583,-86.655871,3,6,2019,0738,30,1551879510,7,49
36.327946,-86.71454,3,6,2019,0738,17,1551879497,6,168
36.038105,-86.784395,3,5,2019,1828,48,1551832128,5,208
36.170288,-86.768768,3,5,2019,2221,37,1551846097,6,66
36.081781,-86.761841,3,6,2019,0814,04,1551881644,5,23
36.168508,-86.68721,3,6,2019,0822,58,1551882178,5,263
36.081929,-86.760983,3,6,2019,0822,45,1551882165,7,112
36.168813,-86.68463,3,6,2019,0816,58,1551881818,6,81
36.31817,-86.888741,3,6,2019,0830,40,1551882640,6,111
36.24488,-86.746687,3,6,2019,0808,04,1551881284,8,225
36.111345,-86.771044,3,5,2019,1827,29,1551832049,6,339
36.111907,-86.77155,3,5,2019,1810,50,1551831050,9,333
36.106489,-86.719144,3,5,2019,1825,44,1551831944,9,136
36.081781,-86.761841,3,6,2019,0814,04,1551881644,8,23
36.168813,-86.68463,3,6,2019,0816,58,1551881818,5,81
36.143318,-86.704644,3,6,2019,0840,08,1551883208,7,259
36.111631,-86.771187,3,5,2019,1801,49,1551830509,5,339
36.141019,-86.776395,3,5,2019,1754,08,1551830048,7,348
36.144008,-86.692445,3,5,2019,1724,59,1551828299,8,100
36.069558,-86.693574,3,6,2019,0752,35,1551880355,6,277
36.111631,-86.771187,3,5,2019,1801,49,1551830509,7,339
36.111907,-86.77155,3,5,2019,1810,50,1551831050,5,333
36.015358,-86.620574,3,6,2019,0700,55,1551877255,7,256
36.080771,-87.042001,3,6,2019,0708,56,1551877736,9,126
36.017413,-86.786251,3,6,2019,0722,23,1551878543,5,348
36.044505,-86.657329,3,6,2019,1703,27,1551913407,8,306
36.069417,-86.770045,3,6,2019,0928,32,1551886112,8,10
36.077559,-86.963936,3,6,2019,0723,37,1551878617,5,59
36.115936,-86.794806,3,6,2019,1621,58,1551910918,10,86
36.141019,-86.776395,3,5,2019,1754,08,1551830048,6,348
36.120999,-86.773306,3,6,2019,0923,03,1551885783,9,7
36.277372,-86.734638,3,5,2019,1812,22,1551831142,6,17
36.057681,-86.677177,3,6,2019,1652,08,1551912728,10,320
36.111345,-86.771044,3,5,2019,1827,29,1551832049,7,339
36.113526,-86.772439,3,6,2019,0723,36,1551878616,7,341
36.081929,-86.760983,3,6,2019,0822,45,1551882165,6,112
36.115929,-86.794946,3,6,2019,1642,08,1551912128,5,86
36.140393,-86.776223,3,6,2019,1212,46,1551895966,5,348
36.317373,-86.876463,3,6,2019,1627,55,1551911275,10,186
36.057681,-86.677177,3,6,2019,1652,08,1551912728,6,320
36.173905,-86.689605,3,6,2019,1656,56,1551913016,5,327
36.1096,-86.728817,3,6,2019,1606,08,1551909968,5,101
36.272731,-86.735841,3,6,2019,1604,03,1551909843,5,9
36.144008,-86.692445,3,5,2019,1724,59,1551828299,10,100
36.081781,-86.761841,3,6,2019,0814,04,1551881644,9,23
36.31817,-86.888741,3,6,2019,0830,40,1551882640,5,111
36.24488,-86.746687,3,6,2019,0808,04,1551881284,7,225
36.317373,-86.876463,3,6,2019,1627,55,1551911275,8,186
36.115929,-86.794946,3,6,2019,1642,08,1551912128,8,86
36.056707,-86.67616,3,6,2019,1644,16,1551912256,8,320
36.123102,-86.750129,3,6,2019,1626,45,1551911205,8,69
36.271867,-86.736017,3,6,2019,1649,32,1551912572,5,9
36.040368,-86.780716,3,6,2019,0704,57,1551877497,9,264
36.154521,-86.76279,3,6,2019,0713,32,1551878012,6,231
36.03193,-86.762466,3,6,2019,0712,22,1551877942,6,276
36.078125,-86.730552,3,6,2019,1659,05,1551913145,5,66
36.327946,-86.71454,3,6,2019,0738,17,1551879497,8,168
36.154235,-86.816774,3,6,2019,0916,45,1551885405,5,75
36.080467,-87.041488,3,6,2019,0853,20,1551884000,9,126
36.106489,-86.719144,3,5,2019,1825,44,1551831944,8,136
36.317373,-86.876463,3,6,2019,1627,55,1551911275,5,186
36.162286,-86.760876,3,6,2019,1628,38,1551911318,5,331
36.168508,-86.68721,3,6,2019,0822,58,1551882178,10,263
36.081929,-86.760983,3,6,2019,0822,45,1551882165,10,112
36.151793,-86.690987,3,6,2019,1726,30,1551914790,9,40
36.056748,-86.676203,3,6,2019,1738,17,1551915497,6,320
36.261124,-86.788695,3,6,2019,1758,01,1551916681,5,160
36.265457,-86.790963,3,6,2019,1759,43,1551916783,5,337
36.115969,-86.794188,3,6,2019,1557,24,1551909444,6,86
36.078724,-86.728838,3,6,2019,1734,41,1551915281,6,247
36.1418,-86.712688,3,6,2019,1718,10,1551914290,7,78
36.05779,-86.67729,3,6,2019,1722,21,1551914541,5,320
36.115929,-86.794946,3,6,2019,1642,08,1551912128,9,86
36.056707,-86.67616,3,6,2019,1644,16,1551912256,9,320
36.270925,-86.736209,3,6,2019,1649,32,1551912572,10,9
36.115936,-86.794806,3,6,2019,1621,58,1551910918,6,86
36.1096,-86.728817,3,6,2019,1606,08,1551909968,6,101
36.123009,-86.750442,3,6,2019,1603,31,1551909811,7,69
36.233993,-86.814252,3,6,2019,1608,17,1551910097,5,80
36.111907,-86.77155,3,5,2019,1810,50,1551831050,7,333
36.106489,-86.719144,3,5,2019,1825,44,1551831944,7,136
36.120999,-86.773306,3,6,2019,0923,03,1551885783,5,7
36.274893,-86.735399,3,6,2019,1543,05,1551908585,5,10
36.301672,-86.886245,3,6,2019,0723,25,1551878605,6,205
36.015358,-86.620574,3,6,2019,0700,55,1551877255,5,256
36.040368,-86.780716,3,6,2019,0704,57,1551877497,6,264
36.172076,-86.801114,3,6,2019,0700,54,1551877254,9,85
36.069558,-86.693574,3,6,2019,0752,35,1551880355,5,277
36.172076,-86.801114,3,6,2019,0700,54,1551877254,8,85
36.070842,-86.769951,3,5,2019,2237,52,1551847072,6,191
36.16844,-86.687834,3,6,2019,0806,46,1551881206,6,263
36.140657,-86.722127,3,6,2019,0810,02,1551881402,5,265
36.152088,-86.752999,3,6,2019,1612,14,1551910334,5,296
36.272731,-86.735841,3,6,2019,1604,03,1551909843,7,9
36.142513,-86.815609,3,6,2019,0554,50,1551873290,6,0
36.081929,-86.760983,3,6,2019,0822,45,1551882165,5,112
36.154521,-86.76279,3,6,2019,0713,32,1551878012,5,231
36.070592,-86.769764,3,6,2019,0955,58,1551887758,9,10
36.154521,-86.76279,3,6,2019,0713,32,1551878012,8,231
36.03193,-86.762466,3,6,2019,0712,22,1551877942,7,276
36.122688,-86.806934,3,5,2019,1849,53,1551833393,7,17
36.300701,-86.886784,3,6,2019,0638,29,1551875909,6,205
36.172076,-86.801114,3,6,2019,0700,54,1551877254,6,85
36.140393,-86.776223,3,6,2019,1212,46,1551895966,8,348
36.154173,-86.762945,3,6,2019,0733,34,1551879214,8,240
36.168508,-86.68721,3,6,2019,0822,58,1551882178,9,263
36.168813,-86.68463,3,6,2019,0816,58,1551881818,9,81
36.0791,-86.727769,3,6,2019,1652,23,1551912743,8,248
36.173905,-86.689605,3,6,2019,1656,56,1551913016,7,327
36.272731,-86.735841,3,6,2019,1604,03,1551909843,6,9
36.168813,-86.68463,3,6,2019,0816,58,1551881818,7,81
36.082492,-86.763433,3,6,2019,1725,22,1551914722,5,98
36.017413,-86.786251,3,6,2019,0722,23,1551878543,7,348
36.078125,-86.730552,3,6,2019,1659,05,1551913145,8,66
36.0791,-86.727769,3,6,2019,1652,23,1551912743,6,248
36.111345,-86.771044,3,5,2019,1827,29,1551832049,5,339
36.204935,-86.775501,3,5,2019,1827,47,1551832067,5,41
36.111907,-86.77155,3,5,2019,1810,50,1551831050,8,333
36.056707,-86.67616,3,6,2019,1644,16,1551912256,7,320
36.170288,-86.768768,3,5,2019,2221,37,1551846097,5,66
36.08069,-87.041864,3,6,2019,0712,32,1551877952,6,126
36.154521,-86.76279,3,6,2019,0713,32,1551878012,9,231
36.175275,-86.7659,3,6,2019,1636,44,1551911804,6,156
36.115929,-86.794946,3,6,2019,1642,08,1551912128,6,86
36.056707,-86.67616,3,6,2019,1644,16,1551912256,6,320
36.070592,-86.769764,3,6,2019,0955,58,1551887758,6,10
36.169353,-86.57838,3,6,2019,0744,21,1551879861,5,274
36.014773,-86.620364,3,6,2019,0622,16,1551874936,9,10
36.12178,-86.773171,3,6,2019,0919,01,1551885541,5,7
36.271658,-86.73606,3,6,2019,1649,32,1551912572,10,9
36.140591,-86.722926,3,6,2019,0844,50,1551883490,5,265
36.23532,-86.765028,3,25,2019,1410,17,1553541017,7,241
36.238254,-86.756531,3,25,2019,1410,01,1553541001,9,246
36.024577,-86.793608,3,25,2019,1519,43,1553545183,5,25
36.183418,-86.95247,3,25,2019,1222,59,1553534579,5,0
36.316853,-86.699794,3,25,2019,1218,55,1553534335,5,154
36.301574,-86.695688,3,25,2019,1200,27,1553533227,5,285
36.14528,-86.740816,3,25,2019,1131,00,1553531460,10,127
36.145978,-86.695867,3,25,2019,0756,19,1553518579,5,232
36.053151,-86.599216,3,25,2019,0713,25,1553516005,10,189
36.052542,-86.599335,3,25,2019,0800,18,1553518818,5,9
36.13889,-86.665687,3,25,2019,0802,14,1553518934,10,326
36.139856,-86.666289,3,25,2019,0804,35,1553519075,7,156
36.197795,-86.776318,3,25,2019,0814,22,1553519662,5,172
36.198785,-86.776482,3,25,2019,0816,03,1553519763,5,172
36.199216,-86.776554,3,25,2019,0820,00,1553520000,5,172
36.200134,-86.7767,3,25,2019,0758,06,1553518686,7,174
36.149336,-86.747014,3,25,2019,0754,45,1553518485,10,306
36.146844,-86.694215,3,25,2019,0747,15,1553518035,7,225
36.290893,-86.810193,3,25,2019,0819,23,1553519963,5,170
36.218436,-86.774999,3,25,2019,0807,30,1553519250,10,186
36.217153,-86.775162,3,25,2019,0809,13,1553519353,7,186
36.216709,-86.775218,3,25,2019,0809,48,1553519388,5,186
36.289653,-86.80994,3,25,2019,0812,18,1553519538,5,170
36.135636,-86.69835,3,25,2019,0645,50,1553514350,5,328
36.141184,-86.717684,3,25,2019,0630,41,1553513441,7,260
36.143691,-86.702309,3,25,2019,0636,49,1553513809,10,259
36.093514,-86.736336,3,24,2019,1942,17,1553474537,5,157
36.117983,-86.700745,3,25,2019,1014,53,1553526893,5,59
36.142257,-86.709949,3,25,2019,0947,32,1553525252,8,78
36.144232,-86.739446,3,25,2019,0932,25,1553524345,5,277
36.157611,-86.790086,3,25,2019,0814,11,1553519651,6,341
36.139856,-86.666289,3,25,2019,0804,35,1553519075,6,156
36.079323,-86.69578,3,25,2019,0814,11,1553519651,6,334
36.200134,-86.7767,3,25,2019,0758,06,1553518686,10,174
36.146844,-86.694215,3,25,2019,0747,15,1553518035,6,225
36.29004,-86.810018,3,25,2019,0747,34,1553518054,9,170
36.218436,-86.774999,3,25,2019,0807,30,1553519250,9,186
36.217153,-86.775162,3,25,2019,0809,13,1553519353,6,186
36.23532,-86.765028,3,25,2019,1410,17,1553541017,10,241
36.238254,-86.756531,3,25,2019,1410,01,1553541001,10,246
36.237677,-86.758303,3,25,2019,1427,11,1553542031,5,249
