Latitude,Longitude,Month,Day,Year,Time,Seconds,Unix_Time,Reliability,Mag_var
36.031109,-86.783743,3,28,2019,1624,52,1553808292,6,186
36.305242,-86.815223,3,28,2019,1610,41,1553807441,10,128
36.307363,-86.819377,3,28,2019,1632,43,1553808763,5,118
36.119449,-86.754195,3,28,2019,1816,34,1553814994,7,67
36.130199,-86.72682,3,28,2019,1809,36,1553814576,10,5
36.264157,-86.732329,3,28,2019,1758,52,1553813932,10,6
36.147337,-86.785286,3,28,2019,0745,14,1553777114,9,278
36.176373,-86.767475,3,28,2019,0832,01,1553779921,7,277
36.147137,-86.785787,3,28,2019,0817,56,1553779076,5,12
36.040761,-86.868418,3,28,2019,0808,46,1553778526,10,35
36.024396,-86.631494,3,28,2019,0748,37,1553777317,10,318
36.068118,-86.688027,3,28,2019,0834,35,1553780075,5,141
36.067511,-86.687403,3,28,2019,0834,55,1553780095,7,321
36.015088,-86.620288,3,28,2019,1616,24,1553807784,7,191
36.233706,-86.781392,3,28,2019,1601,40,1553806900,5,3
36.147021,-86.808247,3,28,2019,1613,51,1553807631,8,59
36.032302,-86.783602,3,28,2019,1602,27,1553806947,10,186
36.032023,-86.783423,3,28,2019,1608,19,1553807299,10,5
36.032326,-86.783599,3,28,2019,1609,11,1553807351,5,186
36.032073,-86.783417,3,28,2019,1613,58,1553807638,5,185
36.031557,-86.78369,3,28,2019,1555,26,1553806526,9,186
36.061947,-86.772058,3,28,2019,1604,16,1553807056,7,191
36.116252,-86.78915,3,28,2019,1614,31,1553807671,10,273
36.12417,-86.72773,3,28,2019,1604,53,1553807093,5,351
36.303973,-86.813736,3,28,2019,1610,41,1553807441,10,141
36.209459,-86.865494,3,28,2019,0728,24,1553776104,6,172
36.14714,-86.783468,3,28,2019,0745,14,1553777114,5,278
35.988,-86.681074,3,28,2019,0745,43,1553777143,5,338
36.110724,-86.770792,3,28,2019,0744,34,1553777074,5,333
36.20895,-86.776201,3,28,2019,0716,54,1553775414,5,186
36.228176,-86.772965,3,28,2019,0738,48,1553776728,7,208
36.314518,-86.832369,3,28,2019,0726,56,1553776016,10,138
35.995891,-86.690855,3,27,2019,1907,26,1553731646,5,44
36.045565,-86.659154,3,27,2019,1926,52,1553732812,5,306
36.04544,-86.718407,3,28,2019,1427,38,1553801258,5,0
36.153485,-86.788607,3,28,2019,1431,03,1553801463,5,239
36.237854,-86.739101,3,28,2019,1426,41,1553801201,6,82
36.045229,-86.716692,3,28,2019,1430,53,1553801453,5,96
36.168837,-86.753239,3,27,2019,2208,53,1553742533,5,334
36.17026,-86.767024,3,27,2019,2037,52,1553737072,10,331
36.169168,-86.82116,3,28,2019,0840,52,1553780452,6,168
36.142699,-86.744028,3,28,2019,0902,41,1553781761,5,112
36.126939,-86.62968,3,28,2019,0855,53,1553781353,6,11
36.074168,-86.692612,3,28,2019,0850,09,1553781009,7,334
36.099793,-86.710938,3,28,2019,1109,17,1553789357,7,327
36.219017,-86.774925,3,28,2019,1101,42,1553788902,8,186
36.119207,-86.754929,3,28,2019,1830,20,1553815820,5,68
36.130586,-86.727205,3,28,2019,1815,21,1553814921,8,15
36.263795,-86.711645,3,28,2019,1834,33,1553816073,5,16
36.130119,-86.727004,3,28,2019,1842,04,1553816524,5,8
36.123611,-86.727846,3,28,2019,1548,20,1553806100,9,349
36.033255,-86.783488,3,28,2019,1602,27,1553806947,10,186
36.032023,-86.783423,3,28,2019,1608,19,1553807299,5,5
36.031557,-86.78369,3,28,2019,1555,26,1553806526,8,186
36.303824,-86.813591,3,28,2019,1610,41,1553807441,5,141
36.118849,-86.757147,3,28,2019,1728,33,1553812113,5,288
36.119195,-86.754965,3,28,2019,1737,38,1553812658,5,68
36.165176,-86.783472,3,28,2019,1717,38,1553811458,6,61
36.1259,-86.810861,3,28,2019,1732,57,1553812377,6,278
36.125523,-86.733147,3,28,2019,1707,07,1553810827,10,253
36.147636,-86.693456,3,28,2019,1721,03,1553811663,10,229
36.110937,-86.528212,3,28,2019,1722,58,1553811778,6,45
36.093203,-86.771476,3,28,2019,1735,02,1553812502,6,175
36.14128,-86.77863,3,28,2019,1722,42,1553811762,7,354
36.147031,-86.808227,3,28,2019,1653,37,1553810017,10,59
36.346938,-86.716591,3,28,2019,1748,04,1553813284,5,14
36.153984,-86.840481,3,28,2019,1730,51,1553812251,6,268
36.05937,-86.679235,3,28,2019,1714,42,1553811282,8,139
36.060199,-86.679805,3,28,2019,1736,21,1553812581,6,320
36.293829,-86.718362,3,28,2019,1744,49,1553813089,6,45
36.176358,-86.766843,3,28,2019,0923,02,1553782982,5,271
36.126939,-86.62968,3,28,2019,0855,53,1553781353,8,11
36.141699,-86.713296,3,28,2019,0923,34,1553783014,5,78
36.099793,-86.710938,3,28,2019,1109,17,1553789357,10,327
36.147337,-86.785286,3,28,2019,0745,14,1553777114,7,278
36.040761,-86.868418,3,28,2019,0808,46,1553778526,9,35
36.226535,-86.773989,3,28,2019,0810,29,1553778629,5,204
36.317218,-86.835426,3,28,2019,0758,28,1553777908,6,132
36.314666,-86.83253,3,28,2019,0759,05,1553777945,7,138
36.141716,-86.778688,3,28,2019,1704,53,1553810693,6,85
36.141932,-86.784072,3,28,2019,1710,27,1553811027,7,97
36.05076,-86.879177,3,28,2019,1720,00,1553811600,6,97
36.093203,-86.771476,3,28,2019,1735,02,1553812502,5,175
36.153943,-86.841616,3,28,2019,1730,51,1553812251,5,268
36.05937,-86.679235,3,28,2019,1714,42,1553811282,7,139
36.284926,-86.806689,3,28,2019,1716,43,1553811403,7,328
36.284868,-86.806644,3,28,2019,1717,10,1553811430,9,328
36.153896,-86.788614,3,28,2019,1505,51,1553803551,6,153
36.152953,-86.789787,3,28,2019,1511,58,1553803918,5,242
36.204356,-86.606455,3,28,2019,1504,06,1553803446,5,197
36.154308,-86.834315,3,28,2019,1521,29,1553804489,8,260
36.4029,-86.778939,3,27,2019,2121,14,1553739674,5,129
36.162175,-86.760798,3,27,2019,2101,36,1553738496,10,331
36.171534,-86.768259,3,27,2019,2056,34,1553738194,6,321
36.167384,-86.765443,3,27,2019,2122,31,1553739751,7,154
36.05076,-86.879177,3,28,2019,1720,00,1553811600,8,97
35.994358,-86.692808,3,27,2019,1856,16,1553730976,6,47
35.996256,-86.690476,3,27,2019,1842,53,1553730173,5,220
35.995261,-86.691622,3,27,2019,1845,05,1553730305,6,44
36.14225,-86.709987,3,27,2019,1837,06,1553729826,5,78
36.297443,-86.713883,3,27,2019,1848,33,1553730513,6,40
36.040962,-86.782529,3,28,2019,1151,26,1553791886,10,188
36.153586,-86.756481,3,28,2019,1152,06,1553791926,10,301
36.135646,-86.726726,3,28,2019,1152,29,1553791949,5,0
36.015533,-86.620184,3,28,2019,1616,24,1553807784,5,190
36.016417,-86.619974,3,28,2019,1616,53,1553807813,5,10
36.147021,-86.808247,3,28,2019,1613,51,1553807631,6,59
36.032023,-86.783423,3,28,2019,1608,19,1553807299,8,5
36.116252,-86.78915,3,28,2019,1614,31,1553807671,7,273
35.994358,-86.692808,3,27,2019,1856,16,1553730976,7,47
36.297443,-86.713883,3,27,2019,1848,33,1553730513,7,40
36.152633,-86.754774,3,28,2019,1347,09,1553798829,8,116
36.084049,-86.698431,3,28,2019,0702,27,1553774547,10,342
36.083706,-86.698488,3,28,2019,0704,46,1553774686,6,334
36.204356,-86.606455,3,28,2019,1504,06,1553803446,6,197
36.103243,-86.714435,3,28,2019,1018,46,1553786326,5,315
36.068492,-86.688661,3,28,2019,0844,44,1553780684,6,320
36.176397,-86.767746,3,28,2019,0841,26,1553780486,7,97
36.176423,-86.768043,3,28,2019,0844,15,1553780655,7,277
36.074168,-86.692612,3,28,2019,0850,09,1553781009,6,334
36.042598,-86.654055,3,28,2019,0906,31,1553781991,7,306
36.147636,-86.693456,3,28,2019,1721,03,1553811663,5,229
36.050658,-86.87823,3,28,2019,1702,58,1553810578,6,278
36.147031,-86.808227,3,28,2019,1653,37,1553810017,6,59
36.147021,-86.808247,3,28,2019,1613,51,1553807631,7,59
36.116252,-86.78915,3,28,2019,1614,31,1553807671,8,273
36.153485,-86.788607,3,28,2019,1431,03,1553801463,8,239
36.152649,-86.790437,3,28,2019,1440,39,1553802039,5,238
36.045229,-86.716692,3,28,2019,1430,53,1553801453,6,96
36.045222,-86.716554,3,28,2019,1440,58,1553802058,6,93
36.154904,-86.788789,3,28,2019,1437,39,1553801859,7,152
36.1052,-86.717604,3,27,2019,2232,48,1553743968,8,132
36.239731,-86.771783,3,27,2019,2234,01,1553744041,5,270
36.158217,-86.79126,3,28,2019,1538,30,1553805510,5,145
36.084662,-86.698663,3,28,2019,0748,31,1553777311,5,347
36.212521,-86.863805,3,28,2019,0747,11,1553777231,5,165
35.988,-86.681074,3,28,2019,0745,43,1553777143,6,338
36.110724,-86.770792,3,28,2019,0744,34,1553777074,6,333
36.228176,-86.772965,3,28,2019,0738,48,1553776728,8,208
36.313321,-86.831071,3,28,2019,0726,56,1553776016,10,138
36.153485,-86.788607,3,28,2019,1431,03,1553801463,9,239
36.153896,-86.788614,3,28,2019,1505,51,1553803551,5,153
36.147031,-86.808227,3,28,2019,1653,37,1553810017,8,59
36.060199,-86.679805,3,28,2019,1736,21,1553812581,5,320
36.284868,-86.806644,3,28,2019,1717,10,1553811430,10,328
36.103243,-86.714435,3,28,2019,1018,46,1553786326,7,315
36.068501,-86.68842,3,28,2019,0950,40,1553784640,5,321
35.99521,-86.691683,3,27,2019,1907,26,1553731646,7,44
36.083706,-86.698488,3,28,2019,0704,46,1553774686,8,334
36.318447,-86.844448,3,28,2019,0708,45,1553774925,9,97
36.074168,-86.692612,3,28,2019,0850,09,1553781009,8,334
36.141699,-86.713296,3,28,2019,0923,34,1553783014,6,78
36.167384,-86.765443,3,27,2019,2122,31,1553739751,10,154
36.126939,-86.62968,3,28,2019,0855,53,1553781353,9,11
36.067782,-86.68794,3,28,2019,0925,02,1553783102,6,140
36.043061,-86.654847,3,27,2019,2309,09,1553746149,5,306
36.1052,-86.717604,3,27,2019,2232,48,1553743968,7,132
36.1052,-86.717604,3,27,2019,2232,48,1553743968,6,132
36.014198,-86.620472,3,28,2019,1323,27,1553797407,5,137
36.167384,-86.765443,3,27,2019,2122,31,1553739751,9,154
36.252068,-86.7398,3,28,2019,1800,15,1553814015,5,28
36.293829,-86.718362,3,28,2019,1744,49,1553813089,9,45
36.040962,-86.782529,3,28,2019,1151,26,1553791886,7,188
36.153586,-86.756481,3,28,2019,1152,06,1553791926,6,301
36.119011,-86.755549,3,28,2019,1701,32,1553810492,5,69
36.187244,-86.8222,3,28,2019,1644,21,1553809461,6,34
36.050658,-86.87823,3,28,2019,1702,58,1553810578,5,278
36.050719,-86.878794,3,28,2019,1659,58,1553810398,5,98
36.154117,-86.836958,3,28,2019,1650,40,1553809840,6,268
36.032211,-86.783612,3,28,2019,1649,02,1553809742,7,186
36.124842,-86.735795,3,28,2019,1646,32,1553809592,6,257
36.304893,-86.814723,3,28,2019,1643,36,1553809416,6,131
36.154904,-86.788789,3,28,2019,1437,39,1553801859,10,152
36.083972,-86.6984,3,28,2019,0748,31,1553777311,6,342
36.144697,-86.739537,3,28,2019,0758,05,1553777885,7,307
36.228176,-86.772965,3,28,2019,0738,48,1553776728,9,208
36.317218,-86.835426,3,28,2019,0758,28,1553777908,5,132
36.314666,-86.83253,3,28,2019,0759,05,1553777945,5,138
36.043061,-86.654847,3,27,2019,2309,09,1553746149,7,306
36.167384,-86.765443,3,27,2019,2122,31,1553739751,6,154
36.14714,-86.783468,3,28,2019,0745,14,1553777114,6,278
36.212521,-86.863805,3,28,2019,0747,11,1553777231,6,165
36.148545,-86.745646,3,28,2019,0758,05,1553777885,8,306
36.1052,-86.717604,3,27,2019,2232,48,1553743968,5,132
36.050658,-86.87823,3,28,2019,1702,58,1553810578,10,278
36.186493,-86.690556,3,28,2019,1727,38,1553812058,8,220
36.284868,-86.806644,3,28,2019,1717,10,1553811430,7,328
36.162175,-86.760798,3,27,2019,2101,36,1553738496,8,331
36.171534,-86.768259,3,27,2019,2056,34,1553738194,5,321
36.237854,-86.739101,3,28,2019,1426,41,1553801201,5,82
36.129065,-86.841083,3,28,2019,0617,21,1553771841,5,56
36.202129,-86.77684,3,28,2019,0615,43,1553771743,6,181
36.20953,-86.776128,3,28,2019,0717,07,1553775427,6,186
36.318447,-86.844448,3,28,2019,0708,45,1553774925,10,97
36.318389,-86.841052,3,28,2019,0712,58,1553775178,6,89
36.147337,-86.785286,3,28,2019,0745,14,1553777114,8,278
36.176373,-86.767475,3,28,2019,0832,01,1553779921,5,277
36.226535,-86.773989,3,28,2019,0810,29,1553778629,7,204
36.147021,-86.808247,3,28,2019,1613,51,1553807631,9,59
36.031658,-86.783467,3,28,2019,1624,22,1553808262,9,5
36.12417,-86.72773,3,28,2019,1604,53,1553807093,7,351
36.304473,-86.814226,3,28,2019,1610,41,1553807441,10,141
36.165333,-86.794505,3,28,2019,1214,17,1553793257,8,156
36.015088,-86.620288,3,28,2019,1616,24,1553807784,8,191
36.031658,-86.783467,3,28,2019,1624,22,1553808262,5,5
36.031109,-86.783743,3,28,2019,1624,52,1553808292,5,186
36.144697,-86.739537,3,28,2019,0758,05,1553777885,5,307
36.11912,-86.755199,3,28,2019,1656,41,1553810201,5,68
36.147031,-86.808227,3,28,2019,1653,37,1553810017,5,59
36.154117,-86.836958,3,28,2019,1650,40,1553809840,5,268
36.018675,-86.786599,3,28,2019,1650,31,1553809831,9,348
36.126939,-86.62968,3,28,2019,0855,53,1553781353,7,11
36.209459,-86.865494,3,28,2019,0728,24,1553776104,5,172
36.17026,-86.767024,3,27,2019,2037,52,1553737072,6,331
36.167384,-86.765443,3,27,2019,2122,31,1553739751,8,154
36.040962,-86.782529,3,28,2019,1151,26,1553791886,8,188
36.153586,-86.756481,3,28,2019,1152,06,1553791926,8,301
36.125523,-86.733147,3,28,2019,1707,07,1553810827,5,253
36.187244,-86.8222,3,28,2019,1644,21,1553809461,7,34
36.050719,-86.878794,3,28,2019,1659,58,1553810398,8,98
36.142038,-86.778732,3,28,2019,1704,25,1553810665,5,173
36.032211,-86.783612,3,28,2019,1649,02,1553809742,10,186
36.304893,-86.814723,3,28,2019,1643,36,1553809416,7,131
36.032023,-86.783423,3,28,2019,1608,19,1553807299,6,5
36.303824,-86.813591,3,28,2019,1610,41,1553807441,7,141
36.122836,-86.727457,3,28,2019,1539,43,1553805583,5,351
36.014198,-86.620472,3,28,2019,1323,27,1553797407,7,137
36.118987,-86.754604,3,28,2019,1711,51,1553811111,5,158
36.125523,-86.733147,3,28,2019,1707,07,1553810827,7,253
36.284926,-86.806689,3,28,2019,1716,43,1553811403,5,328
36.284868,-86.806644,3,28,2019,1717,10,1553811430,5,328
36.251292,-86.74032,3,28,2019,1717,21,1553811441,5,28
36.162175,-86.760798,3,27,2019,2101,36,1553738496,9,331
36.083972,-86.6984,3,28,2019,0748,31,1553777311,8,342
36.040761,-86.868418,3,28,2019,0808,46,1553778526,6,35
36.110724,-86.770792,3,28,2019,0744,34,1553777074,9,333
36.165333,-86.794505,3,28,2019,1214,17,1553793257,9,156
36.281358,-86.803916,3,28,2019,1759,30,1553813970,5,326
36.293829,-86.718362,3,28,2019,1744,49,1553813089,8,45
36.024396,-86.631494,3,28,2019,0748,37,1553777317,5,318
36.17026,-86.767024,3,27,2019,2037,52,1553737072,8,331
36.162175,-86.760798,3,27,2019,2101,36,1553738496,5,331
36.119449,-86.754195,3,28,2019,1816,34,1553814994,5,67
36.130199,-86.72682,3,28,2019,1809,36,1553814576,7,5
36.1217,-86.756045,3,28,2019,1819,19,1553815159,5,263
36.176373,-86.767475,3,28,2019,0832,01,1553779921,6,277
36.067511,-86.687403,3,28,2019,0834,55,1553780095,6,321
36.141736,-86.778919,3,28,2019,1646,13,1553809573,7,96
36.187244,-86.8222,3,28,2019,1644,21,1553809461,5,34
36.13821,-86.762032,3,28,2019,1644,52,1553809492,9,148
36.140594,-86.886747,3,28,2019,1642,49,1553809369,7,228
36.031109,-86.783743,3,28,2019,1624,52,1553808292,8,186
36.075525,-86.768202,3,28,2019,1643,40,1553809420,6,213
36.124842,-86.735795,3,28,2019,1646,32,1553809592,5,257
36.17026,-86.767024,3,27,2019,2037,52,1553737072,9,331
36.264157,-86.732329,3,28,2019,1758,52,1553813932,8,6
36.05076,-86.879177,3,28,2019,1720,00,1553811600,10,97
36.153984,-86.840481,3,28,2019,1730,51,1553812251,9,268
36.281358,-86.803916,3,28,2019,1759,30,1553813970,9,326
36.283467,-86.805559,3,28,2019,1802,13,1553814133,6,328
36.318447,-86.844448,3,28,2019,0708,45,1553774925,5,97
36.348316,-86.717281,3,28,2019,0840,35,1553780435,7,158
36.219017,-86.774925,3,28,2019,1101,42,1553788902,5,186
36.067782,-86.68794,3,28,2019,0925,02,1553783102,5,140
36.083972,-86.6984,3,28,2019,0748,31,1553777311,9,342
36.040761,-86.868418,3,28,2019,0808,46,1553778526,7,35
36.110724,-86.770792,3,28,2019,0744,34,1553777074,10,333
36.153579,-86.756466,3,28,2019,1205,38,1553792738,6,301
36.014198,-86.620472,3,28,2019,1323,27,1553797407,8,137
36.125523,-86.733147,3,28,2019,1707,07,1553810827,6,253
36.05937,-86.679235,3,28,2019,1714,42,1553811282,5,139
36.124232,-86.727973,3,28,2019,1548,20,1553806100,7,353
36.03265,-86.78356,3,28,2019,1547,01,1553806021,10,186
36.031557,-86.78369,3,28,2019,1555,26,1553806526,6,186
36.122836,-86.727457,3,28,2019,1539,43,1553805583,9,351
36.023058,-86.584406,3,28,2019,0833,49,1553780029,5,133
36.067511,-86.687403,3,28,2019,0834,55,1553780095,5,321
36.162175,-86.760798,3,27,2019,2101,36,1553738496,6,331
36.129065,-86.841083,3,28,2019,0617,21,1553771841,7,56
36.032023,-86.783423,3,28,2019,1608,19,1553807299,9,5
36.031658,-86.783467,3,28,2019,1624,22,1553808262,10,5
36.099793,-86.710938,3,28,2019,1109,17,1553789357,6,327
36.147636,-86.693456,3,28,2019,1721,03,1553811663,7,229
36.050658,-86.87823,3,28,2019,1702,58,1553810578,8,278
36.348316,-86.717281,3,28,2019,0840,35,1553780435,5,158
36.014198,-86.620472,3,28,2019,1323,27,1553797407,9,137
36.130586,-86.727205,3,28,2019,1815,21,1553814921,5,15
36.059963,-86.679855,3,28,2019,1801,58,1553814118,6,139
36.084049,-86.698431,3,28,2019,0702,27,1553774547,9,342
36.083706,-86.698488,3,28,2019,0704,46,1553774686,5,334
36.284926,-86.806689,3,28,2019,1716,43,1553811403,8,328
36.293829,-86.718362,3,28,2019,1744,49,1553813089,5,45
36.176423,-86.768043,3,28,2019,0844,15,1553780655,5,277
36.068501,-86.68842,3,28,2019,0950,40,1553784640,6,321
36.068153,-86.688316,3,28,2019,0933,19,1553783599,8,320
36.050719,-86.878794,3,28,2019,1659,58,1553810398,7,98
36.032211,-86.783612,3,28,2019,1649,02,1553809742,8,186
36.124842,-86.735795,3,28,2019,1646,32,1553809592,8,257
36.084049,-86.698431,3,28,2019,0702,27,1553774547,7,342
36.124232,-86.727973,3,28,2019,1548,20,1553806100,5,353
36.119195,-86.754965,3,28,2019,1737,38,1553812658,6,68
36.110937,-86.528212,3,28,2019,1722,58,1553811778,7,45
36.153485,-86.788607,3,28,2019,1431,03,1553801463,7,239
36.045222,-86.716554,3,28,2019,1440,58,1553802058,5,93
36.154904,-86.788789,3,28,2019,1437,39,1553801859,6,152
36.295238,-86.716591,3,28,2019,1815,23,1553814923,5,45
36.198409,-86.775962,3,28,2019,1208,02,1553792882,5,352
36.186493,-86.690556,3,28,2019,1727,38,1553812058,9,220
36.060199,-86.679805,3,28,2019,1736,21,1553812581,7,320
35.995891,-86.690855,3,27,2019,1907,26,1553731646,6,44
36.122836,-86.727457,3,28,2019,1539,43,1553805583,6,351
36.032211,-86.783612,3,28,2019,1649,02,1553809742,6,186
36.018675,-86.786599,3,28,2019,1650,31,1553809831,8,348
36.202129,-86.77684,3,28,2019,0615,43,1553771743,5,181
36.12417,-86.72773,3,28,2019,1604,53,1553807093,6,351
36.101708,-86.712677,3,28,2019,1109,17,1553789357,5,322
36.130199,-86.72682,3,28,2019,1809,36,1553814576,5,5
36.153984,-86.840481,3,28,2019,1730,51,1553812251,8,268
36.281358,-86.803916,3,28,2019,1759,30,1553813970,8,326
36.032211,-86.783612,3,28,2019,1649,02,1553809742,5,186
36.018675,-86.786599,3,28,2019,1650,31,1553809831,6,348
36.032023,-86.783423,3,28,2019,1608,19,1553807299,7,5
36.303824,-86.813591,3,28,2019,1610,41,1553807441,10,141
36.154904,-86.788789,3,28,2019,1437,39,1553801859,9,152
36.154308,-86.834315,3,28,2019,1521,29,1553804489,7,260
36.078251,-86.949827,3,28,2019,0650,21,1553773821,6,110
36.20953,-86.776128,3,28,2019,0717,07,1553775427,5,186
