"BLM","GPS Coordinate Latitude","GPS Coordinate Longitude","ID NUMBER","Date of Crash","Time of Crash"
27.272,36.08025,-86.64541,19SR001001,3/27/2019 12:00:00 AM,711
27.36,36.0793,-86.64435,19SR001001,4/20/2019 12:00:00 AM,1228
27.373,36.07917,-86.64417,19SR001001,3/28/2019 12:00:00 AM,654
27.385,36.07905,-86.64401,19SR001001,3/8/2019 12:00:00 AM,858
27.729,36.07557,-86.63968,19SR001001,3/4/2019 12:00:00 AM,1652
27.738,36.07547,-86.63958,19SR001001,3/20/2019 12:00:00 AM,1705
27.897,36.07363,-86.63784,19SR001001,4/4/2019 12:00:00 AM,1811
27.921,36.07335,-86.63758,19SR001001,4/25/2019 12:00:00 AM,1728
27.972,36.07275,-86.63702,19SR001001,4/22/2019 12:00:00 AM,1600
27.988,36.07256,-86.63684,19SR001001,4/11/2019 12:00:00 AM,1014
28.015,36.07225,-86.63654,19SR001001,4/3/2019 12:00:00 AM,1209
28.149,36.07081,-86.63501,19SR001001,4/27/2019 12:00:00 AM,1940
28.256,36.06968,-86.63376,19SR001001,3/18/2019 12:00:00 AM,1700
28.282,36.06941,-86.63346,19SR001001,4/15/2019 12:00:00 AM,1612
28.471,36.06743,-86.63124,19SR001001,4/10/2019 12:00:00 AM,1803
28.542,36.06661,-86.6304,19SR001001,4/4/2019 12:00:00 AM,1405
28.62,36.06539,-86.62905,19SR001001,3/3/2019 12:00:00 AM,2130
28.758,36.06435,-86.62799,19SR001001,4/21/2019 12:00:00 AM,1738
28.776,36.06415,-86.62777,19SR001001,4/1/2019 12:00:00 AM,1431
28.832,36.06353,-86.6271,19SR001001,4/12/2019 12:00:00 AM,1437
28.907,36.06272,-86.62621,19SR001001,3/2/2019 12:00:00 AM,1452
29.237,36.05912,-86.62225,19SR001001,3/18/2019 12:00:00 AM,1523
30.199,36.04784,-86.61205,19SR001001,3/4/2019 12:00:00 AM,0
30.199,36.04784,-86.61205,19SR001001,3/20/2019 12:00:00 AM,720
30.199,36.04784,-86.61205,19SR001001,4/20/2019 12:00:00 AM,1832
30.63,36.04319,-86.60686,19SR001001,4/28/2019 12:00:00 AM,1850
30.666,36.04276,-86.60647,19SR001001,4/5/2019 12:00:00 AM,544
30.895,36.0402,-86.60388,19SR001001,4/16/2019 12:00:00 AM,750
31.761,36.03095,-86.59341,19SR001001,4/26/2019 12:00:00 AM,1524
31.879,36.02969,-86.59198,19SR001001,4/12/2019 12:00:00 AM,1703
31.889,36.02957,-86.59186,19SR001001,3/29/2019 12:00:00 AM,1600
32.18,36.02644,-86.58836,19SR001001,4/8/2019 12:00:00 AM,1137
0.018,36.03648,-86.78692,19SR006001,3/19/2019 12:00:00 AM,1001
3.489,36.08374,-86.77231,19SR006001,4/8/2019 12:00:00 AM,1820
4.956,36.1049,-86.77274,19SR006001,4/12/2019 12:00:00 AM,736
4.959,36.10494,-86.77274,19SR006001,4/22/2019 12:00:00 AM,1718
5.242,36.10899,-86.77339,19SR006001,4/16/2019 12:00:00 AM,748
5.894,36.11836,-86.77441,19SR006001,3/19/2019 12:00:00 AM,1918
5.96,36.11928,-86.77475,19SR006001,3/4/2019 12:00:00 AM,0
6.074,36.12088,-86.77529,19SR006001,4/25/2019 12:00:00 AM,0
6.183,36.12241,-86.77581,19SR006001,3/27/2019 12:00:00 AM,915
6.19,36.12251,-86.77584,19SR006001,3/13/2019 12:00:00 AM,0
6.296,36.12398,-86.77634,19SR006001,4/26/2019 12:00:00 AM,804
6.645,36.12885,-86.77798,19SR006001,3/25/2019 12:00:00 AM,1016
6.815,36.13121,-86.77879,19SR006001,3/12/2019 12:00:00 AM,800
7.001,36.13384,-86.77913,19SR006001,3/13/2019 12:00:00 AM,2025
7.163,36.1362,-86.77893,19SR006001,3/7/2019 12:00:00 AM,1607
8.246,36.15179,-86.77925,19SR006001,3/11/2019 12:00:00 AM,1752
8.428,36.15448,-86.77942,19SR006001,4/9/2019 12:00:00 AM,1450
8.453,36.15916,-86.78228,19SR006001,3/18/2019 12:00:00 AM,2255
8.464,36.15929,-86.78235,19SR006001,3/15/2019 12:00:00 AM,935
8.548,36.1603,-86.78299,19SR006001,4/8/2019 12:00:00 AM,1545
8.816,36.16328,-86.78624,19SR006001,4/23/2019 12:00:00 AM,1900
8.863,36.16378,-86.78682,19SR006001,4/4/2019 12:00:00 AM,927
9.54,36.16712,-86.78032,19SR006001,3/24/2019 12:00:00 AM,2110
9.819,36.16875,-86.77602,19SR006001,3/9/2019 12:00:00 AM,2245
10.33,36.17189,-86.76778,19SR006001,4/23/2019 12:00:00 AM,1445
10.917,36.17821,-86.76382,19SR006001,3/7/2019 12:00:00 AM,645
11.384,36.18422,-86.76034,19SR006001,4/23/2019 12:00:00 AM,1621
11.485,36.1854,-86.75932,19SR006001,4/5/2019 12:00:00 AM,1648
11.663,36.18714,-86.75697,19SR006001,3/25/2019 12:00:00 AM,845
11.881,36.18921,-86.75417,19SR006001,4/10/2019 12:00:00 AM,745
12.668,36.20027,-86.75159,19SR006001,3/26/2019 12:00:00 AM,700
12.669,36.20023,-86.75135,19SR006001,4/22/2019 12:00:00 AM,1412
12.866,36.20318,-86.75152,19SR006001,4/8/2019 12:00:00 AM,729
13.025,36.2053,-86.75021,19SR006001,4/19/2019 12:00:00 AM,58
13.762,36.2158,-86.74804,19SR006001,4/25/2019 12:00:00 AM,720
14.853,36.23125,-86.74763,19SR006001,3/5/2019 12:00:00 AM,330
15.806,36.23757,-86.73599,19SR006001,4/26/2019 12:00:00 AM,1504
16.222,36.23659,-86.72893,19SR006001,4/10/2019 12:00:00 AM,1748
17.349,36.24704,-86.72095,19SR006001,4/11/2019 12:00:00 AM,1930
17.43,36.24801,-86.72036,19SR006001,4/22/2019 12:00:00 AM,755
17.452,36.24829,-86.72016,19SR006001,4/17/2019 12:00:00 AM,2120
17.552,36.24961,-86.71926,19SR006001,4/30/2019 12:00:00 AM,1514
17.556,36.24966,-86.71923,19SR006001,4/2/2019 12:00:00 AM,1659
17.573,36.24988,-86.71908,19SR006001,4/27/2019 12:00:00 AM,1121
17.584,36.25002,-86.71898,19SR006001,3/17/2019 12:00:00 AM,1400
17.735,36.25194,-86.71767,19SR006001,4/23/2019 12:00:00 AM,750
17.819,36.25302,-86.71694,19SR006001,3/30/2019 12:00:00 AM,1623
17.969,36.25481,-86.71543,19SR006001,3/14/2019 12:00:00 AM,1824
17.986,36.25501,-86.71523,19SR006001,3/31/2019 12:00:00 AM,924
18.162,36.25734,-86.71394,19SR006001,3/10/2019 12:00:00 AM,1042
18.585,36.26331,-86.71184,19SR006001,3/24/2019 12:00:00 AM,2025
18.614,36.26371,-86.7117,19SR006001,3/16/2019 12:00:00 AM,1500
18.637,36.26403,-86.71158,19SR006001,4/6/2019 12:00:00 AM,1800
18.714,36.26509,-86.71122,19SR006001,4/4/2019 12:00:00 AM,1924
21.007,36.29652,-86.69952,19SR006001,3/19/2019 12:00:00 AM,1855
21.324,36.30011,-86.69608,19SR006001,3/28/2019 12:00:00 AM,755
21.328,36.30014,-86.69602,19SR006001,3/30/2019 12:00:00 AM,1032
21.742,36.30382,-86.69029,19SR006001,4/8/2019 12:00:00 AM,750
21.82,36.30454,-86.68923,19SR006001,3/12/2019 12:00:00 AM,1100
21.922,36.30549,-86.68783,19SR006001,3/4/2019 12:00:00 AM,900
22.322,36.30852,-86.68185,19SR006001,3/22/2019 12:00:00 AM,1700
0.119,35.99072,-86.68306,19SR011001,3/19/2019 12:00:00 AM,705
0.209,35.99178,-86.68403,19SR011001,3/15/2019 12:00:00 AM,1413
0.556,35.99566,-86.68813,19SR011001,3/26/2019 12:00:00 AM,1749
2.243,36.01502,-86.70542,19SR011001,3/25/2019 12:00:00 AM,1714
4.275,36.04241,-86.71279,19SR011001,4/12/2019 12:00:00 AM,1107
4.309,36.0429,-86.71298,19SR011001,3/25/2019 12:00:00 AM,1933
4.426,36.04458,-86.71317,19SR011001,4/10/2019 12:00:00 AM,2036
4.477,36.04529,-86.71325,19SR011001,3/6/2019 12:00:00 AM,825
4.535,36.04612,-86.71335,19SR011001,3/22/2019 12:00:00 AM,1720
4.546,36.04629,-86.71337,19SR011001,4/11/2019 12:00:00 AM,1622
5.139,36.05474,-86.71535,19SR011001,3/3/2019 12:00:00 AM,1459
5.515,36.06006,-86.71639,19SR011001,4/10/2019 12:00:00 AM,1744
5.95,36.0662,-86.71771,19SR011001,3/8/2019 12:00:00 AM,1717
6.038,36.06734,-86.71841,19SR011001,4/15/2019 12:00:00 AM,1432
6.126,36.06838,-86.71932,19SR011001,4/19/2019 12:00:00 AM,1845
6.743,36.07559,-86.72509,19SR011001,3/30/2019 12:00:00 AM,1200
6.992,36.07917,-86.7262,19SR011001,3/27/2019 12:00:00 AM,723
7.052,36.08002,-86.72646,19SR011001,3/26/2019 12:00:00 AM,1000
7.073,36.08031,-86.72655,19SR011001,3/16/2019 12:00:00 AM,1408
7.096,36.08062,-86.72666,19SR011001,3/20/2019 12:00:00 AM,1358
7.158,36.08148,-86.72692,19SR011001,3/8/2019 12:00:00 AM,1533
7.213,36.08224,-86.72714,19SR011001,4/15/2019 12:00:00 AM,703
7.447,36.08536,-86.72862,19SR011001,4/27/2019 12:00:00 AM,1330
7.861,36.08982,-86.73344,19SR011001,3/26/2019 12:00:00 AM,1528
8.004,36.09141,-86.73507,19SR011001,4/16/2019 12:00:00 AM,850
8.252,36.09473,-86.73693,19SR011001,4/5/2019 12:00:00 AM,1957
8.339,36.09594,-86.73755,19SR011001,3/1/2019 12:00:00 AM,1642
8.414,36.09697,-86.73809,19SR011001,4/23/2019 12:00:00 AM,745
8.773,36.1017,-86.7405,19SR011001,4/27/2019 12:00:00 AM,0
9.142,36.10666,-86.74303,19SR011001,3/18/2019 12:00:00 AM,1420
9.497,36.11142,-86.74547,19SR011001,3/18/2019 12:00:00 AM,734
10.044,36.11876,-86.74916,19SR011001,3/29/2019 12:00:00 AM,1620
10.487,36.12476,-86.75206,19SR011001,3/1/2019 12:00:00 AM,1707
10.496,36.12487,-86.75213,19SR011001,4/23/2019 12:00:00 AM,737
10.512,36.12508,-86.75224,19SR011001,4/18/2019 12:00:00 AM,1108
10.633,36.12669,-86.75303,19SR011001,3/22/2019 12:00:00 AM,1618
10.801,36.12888,-86.7542,19SR011001,3/29/2019 12:00:00 AM,758
11.153,36.13294,-86.75799,19SR011001,3/21/2019 12:00:00 AM,1229
11.215,36.1337,-86.75867,19SR011001,4/11/2019 12:00:00 AM,1240
11.253,36.13418,-86.75906,19SR011001,3/21/2019 12:00:00 AM,724
11.284,36.13456,-86.75933,19SR011001,3/18/2019 12:00:00 AM,1645
11.858,36.14213,-86.76236,19SR011001,4/22/2019 12:00:00 AM,1121
12.466,36.15,-86.76749,19SR011001,4/24/2019 12:00:00 AM,1110
13.418,36.18523,-86.77364,19SR011001,3/4/2019 12:00:00 AM,1909
14.776,36.2041,-86.76901,19SR011001,3/16/2019 12:00:00 AM,1225
15.053,36.20794,-86.7676,19SR011001,4/23/2019 12:00:00 AM,1620
15.89,36.21928,-86.76254,19SR011001,4/1/2019 12:00:00 AM,1249
16.072,36.22187,-86.76161,19SR011001,3/15/2019 12:00:00 AM,2025
16.936,36.23397,-86.75851,19SR011001,3/31/2019 12:00:00 AM,2154
16.943,36.23408,-86.7585,19SR011001,3/28/2019 12:00:00 AM,1730
17.028,36.2353,-86.7583,19SR011001,4/29/2019 12:00:00 AM,1414
17.048,36.23558,-86.75826,19SR011001,3/16/2019 12:00:00 AM,1445
17.513,36.24224,-86.75701,19SR011001,3/16/2019 12:00:00 AM,1515
17.63,36.24388,-86.7565,19SR011001,3/6/2019 12:00:00 AM,711
18.354,36.25431,-86.75784,19SR011001,4/21/2019 12:00:00 AM,215
18.434,36.2555,-86.75789,19SR011001,4/29/2019 12:00:00 AM,1415
19.288,36.26766,-86.75639,19SR011001,3/3/2019 12:00:00 AM,1831
19.417,36.2695,-86.7556,19SR011001,3/26/2019 12:00:00 AM,757
19.494,36.27052,-86.75505,19SR011001,3/10/2019 12:00:00 AM,931
20.77,36.2869,-86.74472,19SR011001,3/28/2019 12:00:00 AM,713
24.133,36.32417,-86.71354,19SR011001,3/29/2019 12:00:00 AM,1354
24.892,36.33472,-86.71719,19SR011001,3/8/2019 12:00:00 AM,1600
0.165,36.14967,-86.76981,19SR011701,3/28/2019 12:00:00 AM,2118
0.527,36.14511,-86.76678,19SR011701,4/22/2019 12:00:00 AM,1429
1.028,36.13878,-86.76247,19SR011701,3/30/2019 12:00:00 AM,1145
1.028,36.13875,-86.76245,19SR011701,4/19/2019 12:00:00 AM,1252
1.226,36.18271,-86.79775,19SR012001,3/15/2019 12:00:00 AM,1814
1.455,36.18602,-86.79826,19SR012001,4/25/2019 12:00:00 AM,1901
1.725,36.18988,-86.79861,19SR012001,3/19/2019 12:00:00 AM,1233
3.304,36.18883,-86.82267,19SR012001,3/9/2019 12:00:00 AM,1320
3.873,36.19341,-86.83082,19SR012001,4/12/2019 12:00:00 AM,615
3.93,36.19391,-86.83162,19SR012001,4/8/2019 12:00:00 AM,732
12.237,36.21893,-86.96514,19SR012001,3/29/2019 12:00:00 AM,2056
3.6,36.11574,-86.92466,19SR024001,4/17/2019 12:00:00 AM,2126
3.622,36.11594,-86.92434,19SR024001,4/17/2019 12:00:00 AM,2146
3.717,36.11684,-86.92303,19SR024001,3/22/2019 12:00:00 AM,2203
3.721,36.11687,-86.92298,19SR024001,4/5/2019 12:00:00 AM,1536
3.735,36.11701,-86.92277,19SR024001,3/15/2019 12:00:00 AM,1932
5.519,36.13127,-86.89705,19SR024001,4/13/2019 12:00:00 AM,1502
5.805,36.13298,-86.89251,19SR024001,3/26/2019 12:00:00 AM,1218
6.021,36.13433,-86.88901,19SR024001,3/20/2019 12:00:00 AM,1255
7.254,36.14513,-86.87191,19SR024001,4/7/2019 12:00:00 AM,1638
7.449,36.14714,-86.86941,19SR024001,4/22/2019 12:00:00 AM,1956
8.074,36.14993,-86.85889,19SR024001,4/17/2019 12:00:00 AM,1022
8.381,36.15118,-86.85361,19SR024001,4/24/2019 12:00:00 AM,1700
8.537,36.15187,-86.85092,19SR024001,4/11/2019 12:00:00 AM,1106
8.563,36.15189,-86.85045,19SR024001,4/25/2019 12:00:00 AM,1818
8.744,36.15242,-86.84667,19SR024001,4/22/2019 12:00:00 AM,230
9.448,36.15246,-86.83454,19SR024001,3/17/2019 12:00:00 AM,1255
10.073,36.15289,-86.82334,19SR024001,4/16/2019 12:00:00 AM,1230
11.235,36.15718,-86.80333,19SR024001,3/13/2019 12:00:00 AM,1638
11.402,36.15783,-86.80051,19SR024001,3/1/2019 12:00:00 AM,1646
11.44,36.15806,-86.79997,19SR024001,3/24/2019 12:00:00 AM,752
11.722,36.15997,-86.7954,19SR024001,4/2/2019 12:00:00 AM,1419
12.468,36.16041,-86.77858,19SR024001,4/27/2019 12:00:00 AM,2100
12.495,36.16059,-86.77817,19SR024001,3/2/2019 12:00:00 AM,2250
12.508,36.16068,-86.77797,19SR024001,3/16/2019 12:00:00 AM,1455
12.569,36.1611,-86.77701,19SR024001,3/23/2019 12:00:00 AM,1456
12.592,36.16126,-86.77661,19SR024001,3/23/2019 12:00:00 AM,320
12.598,36.16131,-86.77651,19SR024001,3/2/2019 12:00:00 AM,2311
12.66,36.16175,-86.77548,19SR024001,4/6/2019 12:00:00 AM,1518
12.707,36.16208,-86.77472,19SR024001,3/24/2019 12:00:00 AM,1646
13.03,36.15829,-86.77189,19SR024001,4/27/2019 12:00:00 AM,2320
13.039,36.15823,-86.77184,19SR024001,3/23/2019 12:00:00 AM,1957
13.115,36.15758,-86.77081,19SR024001,4/29/2019 12:00:00 AM,1645
13.415,36.15553,-86.76598,19SR024001,4/29/2019 12:00:00 AM,1805
14,36.15384,-86.75608,19SR024001,4/29/2019 12:00:00 AM,1130
15.447,36.15303,-86.73064,19SR024001,3/8/2019 12:00:00 AM,1113
17.195,36.16051,-86.70251,19SR024001,4/22/2019 12:00:00 AM,857
17.651,36.16543,-86.69715,19SR024001,3/21/2019 12:00:00 AM,1634
18.179,36.16833,-86.68869,19SR024001,4/4/2019 12:00:00 AM,1647
18.22,36.16842,-86.68796,19SR024001,3/1/2019 12:00:00 AM,1535
18.52,36.16903,-86.68268,19SR024001,4/7/2019 12:00:00 AM,625
18.943,36.16988,-86.67518,19SR024001,3/4/2019 12:00:00 AM,1238
19.719,36.16719,-86.66174,19SR024001,4/2/2019 12:00:00 AM,1730
19.818,36.16724,-86.66009,19SR024001,4/4/2019 12:00:00 AM,610
19.967,36.16814,-86.65761,19SR024001,4/29/2019 12:00:00 AM,1529
20.061,36.16876,-86.65617,19SR024001,4/10/2019 12:00:00 AM,900
20.064,36.16879,-86.65613,19SR024001,4/9/2019 12:00:00 AM,812
20.572,36.17305,-86.64879,19SR024001,4/16/2019 12:00:00 AM,1432
20.578,36.17311,-86.6487,19SR024001,3/9/2019 12:00:00 AM,1815
21.446,36.18319,-86.63984,19SR024001,4/15/2019 12:00:00 AM,1633
21.818,36.18601,-86.63423,19SR024001,3/15/2019 12:00:00 AM,1301
22.123,36.18802,-86.6296,19SR024001,3/10/2019 12:00:00 AM,1556
22.546,36.19241,-86.62423,19SR024001,4/12/2019 12:00:00 AM,2241
23.01,36.19844,-86.62027,19SR024001,3/18/2019 12:00:00 AM,1759
23.183,36.20031,-86.61849,19SR024001,4/10/2019 12:00:00 AM,1810
23.237,36.20099,-86.61798,19SR024001,4/17/2019 12:00:00 AM,1549
23.29,36.2016,-86.61742,19SR024001,4/27/2019 12:00:00 AM,1244
23.852,36.20806,-86.61132,19SR024001,3/30/2019 12:00:00 AM,350
24.835,36.21512,-86.59756,19SR024001,3/2/2019 12:00:00 AM,1124
25.013,36.21507,-86.59436,19SR024001,3/9/2019 12:00:00 AM,1525
25.34,36.2154,-86.58851,19SR024001,3/22/2019 12:00:00 AM,1725
0.439,36.16108,-86.79301,19SR024901,4/4/2019 12:00:00 AM,1600
2.228,36.27707,-86.79558,19SR045001,3/3/2019 12:00:00 AM,1720
2.436,36.27773,-86.79195,19SR045001,3/5/2019 12:00:00 AM,1439
2.69,36.27854,-86.78752,19SR045001,4/16/2019 12:00:00 AM,2058
2.922,36.27955,-86.78357,19SR045001,3/17/2019 12:00:00 AM,2022
2.922,36.27955,-86.78357,19SR045001,3/30/2019 12:00:00 AM,100
4.679,36.26931,-86.75608,19SR045001,3/24/2019 12:00:00 AM,1344
4.698,36.26926,-86.75574,19SR045001,3/3/2019 12:00:00 AM,1743
5.766,36.26471,-86.73757,19SR045001,3/8/2019 12:00:00 AM,1627
5.905,36.26409,-86.73589,19SR045001,4/23/2019 12:00:00 AM,1215
5.905,36.26408,-86.7359,19SR045001,4/26/2019 12:00:00 AM,802
5.931,36.26421,-86.73472,19SR045001,4/24/2019 12:00:00 AM,1627
6.775,36.26384,-86.71963,19SR045001,4/12/2019 12:00:00 AM,1516
6.847,36.26372,-86.71833,19SR045001,4/30/2019 12:00:00 AM,855
7.143,36.26318,-86.71309,19SR045001,4/20/2019 12:00:00 AM,1100
8.538,36.26393,-86.68855,19SR045001,3/26/2019 12:00:00 AM,622
9.01,36.26272,-86.68019,19SR045001,3/26/2019 12:00:00 AM,1727
10.525,36.26004,-86.6598,19SR045001,3/23/2019 12:00:00 AM,1257
10.826,36.25715,-86.65582,19SR045001,3/22/2019 12:00:00 AM,2203
10.867,36.25675,-86.65527,19SR045001,3/11/2019 12:00:00 AM,1720
10.885,36.25657,-86.65503,19SR045001,4/20/2019 12:00:00 AM,1205
13.288,36.23233,-86.62474,19SR045001,3/25/2019 12:00:00 AM,1735
13.449,36.23001,-86.62479,19SR045001,4/5/2019 12:00:00 AM,1705
15.533,36.20028,-86.62084,19SR045001,3/20/2019 12:00:00 AM,1730
15.636,36.19877,-86.62037,19SR045001,3/3/2019 12:00:00 AM,1455
16.114,36.19278,-86.61676,19SR045001,4/19/2019 12:00:00 AM,1109
16.424,36.18883,-86.61426,19SR045001,4/15/2019 12:00:00 AM,1620
16.85,36.1835,-86.61076,19SR045001,3/18/2019 12:00:00 AM,1010
16.927,36.18307,-86.60944,19SR045001,3/21/2019 12:00:00 AM,1907
16.956,36.18268,-86.60911,19SR045001,4/12/2019 12:00:00 AM,40
16.976,36.18269,-86.60868,19SR045001,3/25/2019 12:00:00 AM,1045
17.04,36.18209,-86.60772,19SR045001,4/6/2019 12:00:00 AM,1230
17.054,36.18195,-86.60753,19SR045001,3/31/2019 12:00:00 AM,1701
17.352,36.17828,-86.60484,19SR045001,3/3/2019 12:00:00 AM,1324
17.378,36.17758,-86.60505,19SR045001,3/21/2019 12:00:00 AM,632
17.432,36.17719,-86.60412,19SR045001,4/4/2019 12:00:00 AM,2105
17.863,36.17127,-86.60166,19SR045001,4/25/2019 12:00:00 AM,1623
17.894,36.17085,-86.60139,19SR045001,4/1/2019 12:00:00 AM,1413
0.113,36.20604,-86.77063,19SR065001,4/29/2019 12:00:00 AM,1750
0.524,36.20662,-86.7779,19SR065001,3/29/2019 12:00:00 AM,2004
0.697,36.20678,-86.78101,19SR065001,4/17/2019 12:00:00 AM,2220
0.937,36.2076,-86.78516,19SR065001,3/9/2019 12:00:00 AM,1611
1.331,36.20702,-86.7916,19SR065001,4/11/2019 12:00:00 AM,2038
2.362,36.21816,-86.80348,19SR065001,4/11/2019 12:00:00 AM,1752
2.46,36.21949,-86.80431,19SR065001,4/4/2019 12:00:00 AM,750
5.22,36.2532,-86.82996,19SR065001,3/7/2019 12:00:00 AM,1835
7.506,36.28457,-86.83953,19SR065001,4/2/2019 12:00:00 AM,940
11.891,36.33654,-86.87004,19SR065001,4/1/2019 12:00:00 AM,1716
11.891,36.33654,-86.87004,19SR065001,4/18/2019 12:00:00 AM,1913
3.205,36.03087,-86.9951,19SR100001,3/20/2019 12:00:00 AM,2119
4.572,36.0348,-86.97184,19SR100001,3/27/2019 12:00:00 AM,0
5.118,36.03865,-86.96381,19SR100001,4/8/2019 12:00:00 AM,655
7.993,36.05897,-86.92031,19SR100001,3/16/2019 12:00:00 AM,1452
8.89,36.06213,-86.90512,19SR100001,4/24/2019 12:00:00 AM,1620
0.13,36.04657,-86.86336,19SR106001,4/23/2019 12:00:00 AM,752
3.812,36.09136,-86.82845,19SR106001,3/29/2019 12:00:00 AM,725
4.335,36.09763,-86.82331,19SR106001,4/23/2019 12:00:00 AM,1115
4.878,36.10311,-86.81636,19SR106001,4/8/2019 12:00:00 AM,2249
5.088,36.10547,-86.81414,19SR106001,4/4/2019 12:00:00 AM,2312
5.198,36.10687,-86.81325,19SR106001,3/12/2019 12:00:00 AM,641
5.204,36.10694,-86.8132,19SR106001,3/13/2019 12:00:00 AM,1530
5.221,36.10717,-86.81306,19SR106001,4/19/2019 12:00:00 AM,1749
5.371,36.10914,-86.81188,19SR106001,3/30/2019 12:00:00 AM,2150
5.745,36.11446,-86.81081,19SR106001,4/27/2019 12:00:00 AM,1710
6.524,36.12491,-86.8059,19SR106001,3/27/2019 12:00:00 AM,2102
6.608,36.12589,-86.80503,19SR106001,3/29/2019 12:00:00 AM,1000
6.951,36.13004,-86.80218,19SR106001,4/24/2019 12:00:00 AM,1020
7.052,36.1313,-86.80151,19SR106001,3/26/2019 12:00:00 AM,1600
7.193,36.13323,-86.80131,19SR106001,3/22/2019 12:00:00 AM,1745
7.431,36.13689,-86.80084,19SR106001,4/1/2019 12:00:00 AM,815
7.626,36.13968,-86.80049,19SR106001,3/13/2019 12:00:00 AM,1520
7.93,36.1441,-86.79985,19SR106001,3/7/2019 12:00:00 AM,1951
7.966,36.14457,-86.79978,19SR106001,4/25/2019 12:00:00 AM,858
7.982,36.1448,-86.79974,19SR106001,3/13/2019 12:00:00 AM,1610
8.178,36.1476,-86.79936,19SR106001,4/8/2019 12:00:00 AM,1707
8.18,36.14763,-86.79935,19SR106001,3/1/2019 12:00:00 AM,1151
8.322,36.14942,-86.79823,19SR106001,4/16/2019 12:00:00 AM,1220
8.47,36.15101,-86.79649,19SR106001,3/23/2019 12:00:00 AM,155
8.508,36.15142,-86.79603,19SR106001,4/10/2019 12:00:00 AM,1908
8.531,36.15168,-86.79574,19SR106001,4/13/2019 12:00:00 AM,1929
8.69,36.15342,-86.79383,19SR106001,3/8/2019 12:00:00 AM,1300
0.11,36.19883,-86.83872,19SR112001,4/25/2019 12:00:00 AM,1700
1.45,36.2178,-86.83724,19SR112001,4/15/2019 12:00:00 AM,758
5.542,36.26664,-86.85768,19SR112001,3/8/2019 12:00:00 AM,1520
7.88,36.29194,-86.88377,19SR112001,4/16/2019 12:00:00 AM,1722
8.574,36.30049,-86.88691,19SR112001,3/6/2019 12:00:00 AM,619
0.149,36.1111,-86.77092,19SR155001,4/16/2019 12:00:00 AM,902
0.313,36.11236,-86.76854,19SR155001,4/9/2019 12:00:00 AM,1122
0.63,36.11193,-86.76292,19SR155001,3/20/2019 12:00:00 AM,1120
0.914,36.11142,-86.7578,19SR155001,4/12/2019 12:00:00 AM,1530
0.974,36.11131,-86.75676,19SR155001,4/9/2019 12:00:00 AM,1815
1.087,36.11111,-86.75475,19SR155001,4/19/2019 12:00:00 AM,1229
1.158,36.11101,-86.7535,19SR155001,4/22/2019 12:00:00 AM,1620
1.359,36.11124,-86.74996,19SR155001,4/23/2019 12:00:00 AM,1528
1.455,36.11112,-86.74828,19SR155001,3/8/2019 12:00:00 AM,1300
1.647,36.11092,-86.74493,19SR155001,4/18/2019 12:00:00 AM,833
1.669,36.11089,-86.74454,19SR155001,3/21/2019 12:00:00 AM,1420
1.76,36.11079,-86.74296,19SR155001,4/23/2019 12:00:00 AM,1449
1.837,36.11064,-86.74155,19SR155001,4/4/2019 12:00:00 AM,1220
1.853,36.11061,-86.74126,19SR155001,3/15/2019 12:00:00 AM,1453
2.032,36.11028,-86.73803,19SR155001,4/25/2019 12:00:00 AM,641
2.259,36.10987,-86.73397,19SR155001,4/1/2019 12:00:00 AM,908
2.683,36.10925,-86.72633,19SR155001,3/27/2019 12:00:00 AM,715
3.009,36.11002,-86.72085,19SR155001,4/17/2019 12:00:00 AM,1549
3.034,36.10961,-86.72019,19SR155001,3/9/2019 12:00:00 AM,1109
4.789,36.12302,-86.6965,19SR155001,4/16/2019 12:00:00 AM,1737
5.084,36.12723,-86.69587,19SR155001,4/8/2019 12:00:00 AM,1652
5.104,36.12752,-86.69577,19SR155001,3/19/2019 12:00:00 AM,1500
5.271,36.12987,-86.69506,19SR155001,3/26/2019 12:00:00 AM,1732
5.502,36.13291,-86.69645,19SR155001,3/22/2019 12:00:00 AM,1632
5.741,36.13589,-86.69871,19SR155001,4/13/2019 12:00:00 AM,1459
6.93,36.15021,-86.69106,19SR155001,3/21/2019 12:00:00 AM,1628
7.204,36.15392,-86.69165,19SR155001,3/22/2019 12:00:00 AM,1545
9.749,36.18639,-86.69064,19SR155001,3/12/2019 12:00:00 AM,1233
10.519,36.19671,-86.68773,19SR155001,4/13/2019 12:00:00 AM,1121
12.142,36.2198,-86.69337,19SR155001,3/10/2019 12:00:00 AM,1837
12.574,36.22581,-86.6952,19SR155001,4/22/2019 12:00:00 AM,1657
14.374,36.2344,-86.72114,19SR155001,3/1/2019 12:00:00 AM,1838
15.201,36.2407,-86.75186,19SR155001,3/8/2019 12:00:00 AM,807
15.354,36.24099,-86.75457,19SR155001,4/17/2019 12:00:00 AM,943
15.369,36.24102,-86.75485,19SR155001,4/12/2019 12:00:00 AM,1702
16.499,36.23981,-86.77471,19SR155001,4/7/2019 12:00:00 AM,1046
19.609,36.23096,-86.82838,19SR155001,3/22/2019 12:00:00 AM,1230
19.699,36.23014,-86.82963,19SR155001,4/27/2019 12:00:00 AM,756
