"BLM","GPS Coordinate Latitude","GPS Coordinate Longitude","ID NUMBER","Date of Crash","Time of Crash"
2.413,36.06238,-86.9931,1900998001,4/28/2019 12:00:00 AM,1200
3.443,36.07264,-87.006,1900998001,4/13/2019 12:00:00 AM,0
4.765,36.08259,-87.02361,1900998001,4/11/2019 12:00:00 AM,700
2.205,36.09205,-86.83559,1901002001,3/1/2019 12:00:00 AM,1549
4.11,36.08927,-86.80181,1901002001,4/10/2019 12:00:00 AM,1858
4.736,36.0883,-86.79073,1901002001,3/23/2019 12:00:00 AM,1100
5.798,36.08658,-86.77197,1901002001,3/16/2019 12:00:00 AM,1952
0.072,36.16921,-86.60076,1901004001,4/5/2019 12:00:00 AM,1201
0.149,36.16821,-86.6001,1901004001,4/3/2019 12:00:00 AM,1626
0.483,36.16386,-86.59748,1901004001,4/10/2019 12:00:00 AM,810
0.194,36.21795,-86.59763,1901006001,3/20/2019 12:00:00 AM,1330
1.647,35.99191,-86.65483,1901008001,4/14/2019 12:00:00 AM,1310
4.958,36.01361,-86.62064,1901008001,4/9/2019 12:00:00 AM,820
0.278,36.07584,-86.63493,1901011001,3/20/2019 12:00:00 AM,1708
1.453,36.09049,-86.62628,1901011001,4/20/2019 12:00:00 AM,940
2.881,36.10986,-86.62984,1901011001,4/9/2019 12:00:00 AM,1640
3.38,36.11689,-86.63136,1901011001,3/21/2019 12:00:00 AM,719
3.762,36.12238,-86.63053,1901011001,3/4/2019 12:00:00 AM,1637
5.04,36.14044,-86.62816,1901011001,4/24/2019 12:00:00 AM,1448
6.387,36.15687,-86.61806,1901011001,3/6/2019 12:00:00 AM,613
0.559,36.27212,-86.68956,1901017001,4/20/2019 12:00:00 AM,1255
0.825,36.27592,-86.68957,1901017001,3/10/2019 12:00:00 AM,1901
2.106,36.29337,-86.69595,1901017001,3/6/2019 12:00:00 AM,1858
2.356,36.29624,-86.69865,1901017001,3/13/2019 12:00:00 AM,0
2.396,36.29673,-86.69903,1901017001,4/12/2019 12:00:00 AM,1440
3.063,36.30582,-86.70311,1901017001,4/19/2019 12:00:00 AM,1520
0.061,36.15308,-86.62521,1901395001,3/14/2019 12:00:00 AM,1309
0.126,36.15386,-86.62574,1901395001,4/18/2019 12:00:00 AM,1948
3.111,36.12534,-86.99798,1901937001,4/18/2019 12:00:00 AM,1840
1.636,36.18545,-86.60949,1901952001,3/1/2019 12:00:00 AM,1820
3.06,36.19973,-86.59221,1901952001,4/15/2019 12:00:00 AM,1846
3.07,36.19974,-86.59204,1901952001,3/9/2019 12:00:00 AM,1511
0.002,36.14686,-86.8086,1903242001,3/29/2019 12:00:00 AM,1210
0.059,36.14764,-86.80825,1903242001,3/20/2019 12:00:00 AM,1310
0.167,36.14881,-86.80688,1903242001,4/17/2019 12:00:00 AM,1230
0.435,36.15169,-86.80372,1903242001,3/23/2019 12:00:00 AM,45
1.494,36.15984,-86.78766,1903242001,3/29/2019 12:00:00 AM,1753
0.37,36.16249,-86.77782,1903243001,4/15/2019 12:00:00 AM,0
0.92,36.17173,-86.7647,1903244001,4/5/2019 12:00:00 AM,2145
1.384,36.16897,-86.77243,1903244001,3/22/2019 12:00:00 AM,1312
1.646,36.16731,-86.77653,1903244001,3/30/2019 12:00:00 AM,1950
0.114,36.15292,-86.78983,1903245001,3/24/2019 12:00:00 AM,1235
0.131,36.15279,-86.7901,1903245001,4/27/2019 12:00:00 AM,2245
0.141,36.15272,-86.79026,1903245001,3/3/2019 12:00:00 AM,238
0.553,36.14848,-86.79349,1903245001,3/27/2019 12:00:00 AM,1420
0.534,36.15752,-86.77235,1903246001,3/13/2019 12:00:00 AM,1243
0.648,36.15898,-86.77328,1903246001,3/31/2019 12:00:00 AM,440
0.814,36.16105,-86.77463,1903246001,3/24/2019 12:00:00 AM,30
0.161,36.15899,-86.77589,1903247001,4/19/2019 12:00:00 AM,2025
0.275,36.15743,-86.77488,1903247001,3/29/2019 12:00:00 AM,2117
0.349,36.15651,-86.77428,1903247001,3/4/2019 12:00:00 AM,1400
0.546,36.154,-86.77265,1903247001,3/9/2019 12:00:00 AM,2250
0.644,36.15274,-86.77183,1903247001,3/30/2019 12:00:00 AM,2120
5.768,36.11885,-86.7911,1903248001,3/21/2019 12:00:00 AM,1725
2.313,36.11401,-86.81151,1903250001,3/23/2019 12:00:00 AM,930
2.871,36.11319,-86.80169,1903250001,4/1/2019 12:00:00 AM,1758
3.626,36.11111,-86.78861,1903250001,4/26/2019 12:00:00 AM,1517
4.019,36.11022,-86.78172,1903250001,3/18/2019 12:00:00 AM,1159
0.078,36.20674,-86.79293,1903251001,3/30/2019 12:00:00 AM,1640
1.09,36.20615,-86.81077,1903251001,4/14/2019 12:00:00 AM,1734
1.949,36.20075,-86.8241,1903251001,4/5/2019 12:00:00 AM,724
2.183,36.19826,-86.82701,1903251001,4/1/2019 12:00:00 AM,1622
2.532,36.19422,-86.8307,1903251001,4/12/2019 12:00:00 AM,1635
2.55,36.19402,-86.83089,1903251001,3/5/2019 12:00:00 AM,800
2.566,36.19383,-86.83105,1903251001,3/1/2019 12:00:00 AM,640
0.247,36.17436,-86.76137,1903252001,3/12/2019 12:00:00 AM,1537
0.273,36.17453,-86.76094,1903252001,4/27/2019 12:00:00 AM,950
0.439,36.17557,-86.75824,1903252001,3/8/2019 12:00:00 AM,1930
0.491,36.17589,-86.7574,1903252001,3/8/2019 12:00:00 AM,1056
0.501,36.17595,-86.75724,1903252001,4/23/2019 12:00:00 AM,1350
0.758,36.17756,-86.75307,1903252001,3/15/2019 12:00:00 AM,1952
0.946,36.17922,-86.75038,1903252001,4/26/2019 12:00:00 AM,1615
1.146,36.18185,-86.74919,1903252001,3/14/2019 12:00:00 AM,1400
1.22,36.18282,-86.74879,1903252001,3/16/2019 12:00:00 AM,1318
1.237,36.18306,-86.74869,1903252001,4/23/2019 12:00:00 AM,0
1.327,36.18432,-86.74815,1903252001,3/19/2019 12:00:00 AM,1315
1.409,36.18543,-86.74767,1903252001,4/5/2019 12:00:00 AM,1335
1.425,36.18565,-86.74757,1903252001,3/30/2019 12:00:00 AM,1925
1.556,36.18741,-86.74678,1903252001,3/20/2019 12:00:00 AM,1750
1.593,36.18792,-86.74656,1903252001,4/10/2019 12:00:00 AM,1725
1.671,36.18898,-86.74609,1903252001,4/26/2019 12:00:00 AM,2212
1.688,36.18922,-86.74598,1903252001,4/7/2019 12:00:00 AM,1235
1.804,36.19079,-86.74529,1903252001,4/2/2019 12:00:00 AM,0
2.483,36.19979,-86.74057,1903252001,4/17/2019 12:00:00 AM,1229
2.584,36.20114,-86.73984,1903252001,4/20/2019 12:00:00 AM,1046
2.638,36.20187,-86.73945,1903252001,3/7/2019 12:00:00 AM,1055
2.648,36.202,-86.73939,1903252001,4/20/2019 12:00:00 AM,2015
2.733,36.20311,-86.73877,1903252001,3/29/2019 12:00:00 AM,2307
2.78,36.20375,-86.73842,1903252001,4/17/2019 12:00:00 AM,1812
3.039,36.20698,-86.7361,1903252001,4/19/2019 12:00:00 AM,1635
3.566,36.21363,-86.73116,1903252001,4/17/2019 12:00:00 AM,1608
3.857,36.21729,-86.72871,1903252001,4/5/2019 12:00:00 AM,2108
4.226,36.22214,-86.72611,1903252001,3/23/2019 12:00:00 AM,1348
0.525,36.20525,-86.75928,1903253001,4/27/2019 12:00:00 AM,1845
0.722,36.20499,-86.75576,1903253001,3/28/2019 12:00:00 AM,1330
0.851,36.20482,-86.75347,1903253001,4/4/2019 12:00:00 AM,757
0.865,36.20481,-86.75322,1903253001,4/15/2019 12:00:00 AM,1718
1.638,36.20368,-86.73955,1903253001,4/22/2019 12:00:00 AM,1935
0.074,36.15273,-86.84224,1903255001,3/9/2019 12:00:00 AM,925
0.72,36.14462,-86.81651,1903256001,4/7/2019 12:00:00 AM,1950
0.876,36.14259,-86.8155,1903256001,3/18/2019 12:00:00 AM,2159
1.069,36.14026,-86.8137,1903256001,3/26/2019 12:00:00 AM,1545
2.062,36.13718,-86.79695,1903256001,4/10/2019 12:00:00 AM,755
2.244,36.13622,-86.79396,1903256001,4/24/2019 12:00:00 AM,1135
2.985,36.13438,-86.78131,1903256001,3/17/2019 12:00:00 AM,1810
3.034,36.13428,-86.78047,1903256001,3/19/2019 12:00:00 AM,1043
3.086,36.13428,-86.7795,1903256001,4/9/2019 12:00:00 AM,1757
3.254,36.13424,-86.77645,1903256001,3/10/2019 12:00:00 AM,1643
3.88,36.13295,-86.7655,1903256001,3/21/2019 12:00:00 AM,1442
0.094,36.17302,-86.82401,1903257001,4/22/2019 12:00:00 AM,2020
2.076,36.16439,-86.85267,1903257001,3/13/2019 12:00:00 AM,1309
2.97,36.17173,-86.86497,1903257001,3/4/2019 12:00:00 AM,1142
0.064,36.17684,-86.77209,1903258001,4/5/2019 12:00:00 AM,1945
0.075,36.17673,-86.77231,1903258001,3/1/2019 12:00:00 AM,2138
0.191,36.1769,-86.77445,1903258001,3/22/2019 12:00:00 AM,1915
0.311,36.17685,-86.77649,1903258001,3/8/2019 12:00:00 AM,1433
0.372,36.17665,-86.77752,1903258001,4/5/2019 12:00:00 AM,2050
0.378,36.17663,-86.77762,1903258001,4/6/2019 12:00:00 AM,2147
0.461,36.17632,-86.779,1903258001,3/30/2019 12:00:00 AM,1400
1.115,36.17357,-86.79009,1903258001,4/5/2019 12:00:00 AM,2055
1.121,36.17355,-86.79018,1903258001,3/25/2019 12:00:00 AM,2225
1.388,36.17242,-86.79481,1903258001,3/26/2019 12:00:00 AM,1420
1.636,36.17139,-86.79901,1903258001,3/20/2019 12:00:00 AM,1400
1.761,36.17084,-86.80115,1903258001,3/26/2019 12:00:00 AM,1644
1.819,36.17059,-86.80214,1903258001,3/22/2019 12:00:00 AM,1448
2.011,36.16977,-86.80543,1903258001,4/28/2019 12:00:00 AM,2200
2.047,36.16961,-86.80604,1903258001,3/25/2019 12:00:00 AM,2115
2.071,36.16951,-86.80646,1903258001,4/14/2019 12:00:00 AM,1600
2.115,36.16939,-86.80724,1903258001,4/3/2019 12:00:00 AM,1850
2.851,36.16772,-86.82022,1903258001,4/2/2019 12:00:00 AM,1740
0.289,36.15306,-86.80314,1903264001,4/9/2019 12:00:00 AM,1215
0.297,36.17714,-86.77456,1903266001,3/15/2019 12:00:00 AM,1756
0.637,36.17226,-86.7738,1903266001,3/22/2019 12:00:00 AM,729
0.258,36.19569,-86.77666,1903267001,3/27/2019 12:00:00 AM,1937
0.026,36.20701,-86.77786,1903268001,3/17/2019 12:00:00 AM,1645
0.162,36.20891,-86.77789,1903268001,4/1/2019 12:00:00 AM,747
1.154,36.22257,-86.78238,1903268001,4/19/2019 12:00:00 AM,1610
1.822,36.23219,-86.78147,1903268001,3/5/2019 12:00:00 AM,1726
0.118,36.17135,-86.76447,1903272001,4/10/2019 12:00:00 AM,1003
0.235,36.16985,-86.76351,1903272001,4/18/2019 12:00:00 AM,2045
0.806,36.16242,-86.7593,1903272001,4/12/2019 12:00:00 AM,1850
2.129,36.17083,-86.7468,1903272001,3/23/2019 12:00:00 AM,0
0.125,36.15498,-86.78644,1903273001,3/8/2019 12:00:00 AM,1117
0.092,36.18916,-86.60718,1903287001,3/1/2019 12:00:00 AM,1038
0.607,36.1962,-86.60851,1903287001,4/24/2019 12:00:00 AM,1830
0.687,36.19736,-86.60857,1903287001,3/30/2019 12:00:00 AM,1910
1.046,36.20238,-86.60714,1903287001,4/23/2019 12:00:00 AM,1415
0.526,36.0207,-86.74249,1903289001,4/7/2019 12:00:00 AM,1139
1.314,36.0317,-86.74385,1903289001,4/30/2019 12:00:00 AM,1745
1.398,36.03294,-86.74369,1903289001,4/12/2019 12:00:00 AM,955
1.646,36.0366,-86.74349,1903289001,4/17/2019 12:00:00 AM,1758
2.016,36.04196,-86.74394,1903289001,3/12/2019 12:00:00 AM,715
3.824,36.06737,-86.7375,1903289001,4/7/2019 12:00:00 AM,0
4.147,36.07093,-86.73392,1903289001,4/26/2019 12:00:00 AM,1905
4.25,36.07205,-86.73295,1903289001,4/9/2019 12:00:00 AM,1600
4.299,36.07284,-86.73249,1903289001,3/26/2019 12:00:00 AM,0
4.754,36.07678,-86.72629,1903289001,4/1/2019 12:00:00 AM,1718
7.071,36.08741,-86.7117,1903289001,4/5/2019 12:00:00 AM,645
7.51,36.08952,-86.71881,1903289001,4/12/2019 12:00:00 AM,654
1.129,36.16727,-86.80575,1903295001,4/30/2019 12:00:00 AM,1211
1.287,36.16947,-86.80662,1903295001,4/29/2019 12:00:00 AM,1556
1.292,36.16953,-86.80665,1903295001,4/6/2019 12:00:00 AM,218
2.012,36.17943,-86.81078,1903295001,3/30/2019 12:00:00 AM,143
2.89,36.18799,-86.82156,1903295001,3/13/2019 12:00:00 AM,2020
0.009,36.12868,-86.90668,1904160001,3/14/2019 12:00:00 AM,726
0.065,36.12861,-86.90772,1904160001,4/12/2019 12:00:00 AM,1330
0.318,36.10806,-86.7656,1904161001,3/29/2019 12:00:00 AM,1254
0.472,36.10617,-86.76423,1904161001,3/19/2019 12:00:00 AM,1321
2.12,36.08452,-86.76177,1904161001,3/15/2019 12:00:00 AM,1716
2.171,36.08378,-86.76168,1904161001,3/1/2019 12:00:00 AM,1758
0.3,36.12917,-86.76758,1904163001,3/8/2019 12:00:00 AM,1735
0.48,36.13357,-86.74873,1904164001,4/18/2019 12:00:00 AM,1330
0.883,36.12334,-86.74266,1904165001,3/13/2019 12:00:00 AM,750
1.844,36.13715,-86.74107,1904165001,3/27/2019 12:00:00 AM,1800
0.278,36.13943,-86.72298,1904166001,3/8/2019 12:00:00 AM,1113
0.394,36.1409,-86.72209,1904166001,3/9/2019 12:00:00 AM,553
0.568,36.14313,-86.72228,1904166001,4/3/2019 12:00:00 AM,1430
0.975,36.14887,-86.72211,1904166001,4/23/2019 12:00:00 AM,1329
0.606,36.14191,-86.63819,1904167001,3/22/2019 12:00:00 AM,1647
1.407,36.14315,-86.65238,1904167001,3/27/2019 12:00:00 AM,731
2.331,36.14894,-86.66699,1904167001,4/11/2019 12:00:00 AM,1625
3.109,36.15193,-86.67979,1904167001,4/5/2019 12:00:00 AM,1542
3.452,36.1534,-86.68561,1904167001,3/4/2019 12:00:00 AM,1622
3.479,36.15339,-86.68607,1904167001,4/24/2019 12:00:00 AM,1718
4.011,36.15058,-86.6945,1904167001,3/15/2019 12:00:00 AM,1644
4.224,36.1503,-86.69828,1904167001,3/8/2019 12:00:00 AM,1212
4.305,36.1502,-86.6997,1904167001,4/15/2019 12:00:00 AM,1940
6.501,36.14394,-86.73604,1904167001,3/27/2019 12:00:00 AM,724
0.611,36.09675,-86.64511,1904168001,4/20/2019 12:00:00 AM,1340
1.95,36.08974,-86.62385,1904168001,4/21/2019 12:00:00 AM,1817
2.042,36.08962,-86.6222,1904168001,3/26/2019 12:00:00 AM,705
2.045,36.0896,-86.62217,1904168001,4/24/2019 12:00:00 AM,2026
2.16,36.08946,-86.62014,1904168001,3/22/2019 12:00:00 AM,1825
2.392,36.08924,-86.61605,1904168001,3/13/2019 12:00:00 AM,1534
2.54,36.08889,-86.61346,1904168001,4/10/2019 12:00:00 AM,836
0.218,36.04255,-86.64974,1904169001,3/19/2019 12:00:00 AM,1001
0.37,36.04447,-86.65097,1904169001,4/13/2019 12:00:00 AM,2309
0.582,36.04599,-86.65425,1904169001,4/3/2019 12:00:00 AM,810
0.729,36.04755,-86.65593,1904169001,4/27/2019 12:00:00 AM,1345
1.986,36.05883,-86.67043,1904169001,4/13/2019 12:00:00 AM,0
2.028,36.05936,-86.6708,1904169001,4/16/2019 12:00:00 AM,1706
2.12,36.05996,-86.67211,1904169001,4/20/2019 12:00:00 AM,0
3.05,36.06912,-86.68384,1904169001,4/4/2019 12:00:00 AM,803
3.963,36.0804,-86.68575,1904169001,4/1/2019 12:00:00 AM,550
4.315,36.08428,-86.68978,1904169001,4/25/2019 12:00:00 AM,1706
4.448,36.08592,-86.69106,1904169001,3/4/2019 12:00:00 AM,657
4.497,36.08653,-86.69152,1904169001,3/4/2019 12:00:00 AM,950
4.5,36.08656,-86.69155,1904169001,3/4/2019 12:00:00 AM,650
4.986,36.09185,-86.69708,1904169001,3/14/2019 12:00:00 AM,1432
5.031,36.09234,-86.69762,1904169001,3/2/2019 12:00:00 AM,1515
5.186,36.09399,-86.6995,1904169001,4/5/2019 12:00:00 AM,1410
0.002,36.0682,-86.71911,1904170001,3/9/2019 12:00:00 AM,2006
1.446,36.06971,-86.6951,1904170001,4/6/2019 12:00:00 AM,0
1.516,36.06959,-86.69391,1904170001,3/17/2019 12:00:00 AM,340
1.657,36.06914,-86.69145,1904170001,4/24/2019 12:00:00 AM,2013
1.672,36.06913,-86.6912,1904170001,3/22/2019 12:00:00 AM,1615
1.735,36.069,-86.69008,1904170001,3/9/2019 12:00:00 AM,0
1.759,36.06917,-86.68967,1904170001,3/8/2019 12:00:00 AM,1810
2.004,36.07,-86.68549,1904170001,3/18/2019 12:00:00 AM,809
0.405,36.25562,-86.70712,1904171001,4/21/2019 12:00:00 AM,2240
0.082,36.18799,-86.82156,1904435001,4/5/2019 12:00:00 AM,1504
1.309,36.17136,-86.82148,1904435001,3/28/2019 12:00:00 AM,325
1.378,36.17034,-86.82138,1904435001,3/29/2019 12:00:00 AM,1418
1.595,36.16725,-86.82061,1904435001,4/4/2019 12:00:00 AM,1504
0.82,36.18914,-86.59326,1904450001,4/29/2019 12:00:00 AM,1650
0.036,36.32467,-86.70142,1904451001,4/22/2019 12:00:00 AM,1438
1.169,36.30999,-86.69591,1904451001,4/21/2019 12:00:00 AM,1330
1.674,36.3032,-86.69222,1904451001,4/2/2019 12:00:00 AM,1903
1.018,36.19539,-86.7233,1904510001,3/27/2019 12:00:00 AM,858
1.784,36.20449,-86.72506,1904510001,4/26/2019 12:00:00 AM,815
0.659,36.03227,-86.76571,1904844001,3/26/2019 12:00:00 AM,731
3.496,36.01188,-86.66996,1904845001,4/27/2019 12:00:00 AM,1939
5.759,36.00039,-86.63749,1904845001,4/23/2019 12:00:00 AM,650
6.159,36.00219,-86.63112,1904845001,3/6/2019 12:00:00 AM,1315
0.122,35.99683,-86.68657,1904846001,3/5/2019 12:00:00 AM,1044
0.98,35.99823,-86.6725,1904846001,3/17/2019 12:00:00 AM,1730
3.007,36.21399,-86.58878,1904876001,3/15/2019 12:00:00 AM,1546
1.018,36.11029,-86.80035,1904883001,3/28/2019 12:00:00 AM,1615
2.022,36.12376,-86.79444,1904883001,3/28/2019 12:00:00 AM,1736
2.432,36.1292,-86.79534,1904883001,4/28/2019 12:00:00 AM,1545
2.23,36.08002,-86.75849,1904885001,4/8/2019 12:00:00 AM,920
3.723,36.09636,-86.74629,1904885001,3/29/2019 12:00:00 AM,1414
1.816,36.12488,-86.81614,1904891001,3/28/2019 12:00:00 AM,1724
2.277,36.10665,-86.82208,1904892001,4/19/2019 12:00:00 AM,0
1.177,36.13244,-86.82559,1904893001,3/28/2019 12:00:00 AM,1154
0.58,36.0516,-86.95228,1904895001,4/22/2019 12:00:00 AM,1819
0.689,36.0683,-86.94928,1904897001,3/7/2019 12:00:00 AM,1433
1.334,36.07676,-86.94528,1904897001,4/20/2019 12:00:00 AM,1409
1.363,36.07715,-86.94508,1904897001,3/26/2019 12:00:00 AM,1524
1.052,36.15496,-86.85272,1904907001,4/5/2019 12:00:00 AM,0
0.189,36.15721,-86.83101,1904909001,4/26/2019 12:00:00 AM,1300
0.29,36.1579,-86.82949,1904909001,4/26/2019 12:00:00 AM,1720
0.922,36.15873,-86.8185,1904909001,3/10/2019 12:00:00 AM,2145
1.27,36.15814,-86.81233,1904909001,4/16/2019 12:00:00 AM,1659
0.187,36.15199,-86.79978,1904910001,3/21/2019 12:00:00 AM,1640
0.081,36.14393,-86.79839,1904911001,4/8/2019 12:00:00 AM,1647
0.619,36.15091,-86.75683,1904912001,3/21/2019 12:00:00 AM,1705
0.669,36.15163,-86.75666,1904912001,4/1/2019 12:00:00 AM,0
0.746,36.1527,-86.75637,1904912001,4/3/2019 12:00:00 AM,1706
0.207,36.15829,-86.77755,1904913001,3/22/2019 12:00:00 AM,1921
0.381,36.15948,-86.77483,1904913001,3/15/2019 12:00:00 AM,0
0.388,36.15953,-86.77472,1904913001,3/25/2019 12:00:00 AM,1703
0.443,36.15993,-86.77382,1904913001,4/7/2019 12:00:00 AM,0
0.072,36.14946,-86.79751,1904914001,3/26/2019 12:00:00 AM,1934
0.16,36.15019,-86.79624,1904914001,3/19/2019 12:00:00 AM,1433
0.24,36.15082,-86.79511,1904914001,4/18/2019 12:00:00 AM,2241
1.021,36.15014,-86.78073,1904914001,3/1/2019 12:00:00 AM,1546
0.522,36.18657,-86.76417,1904915001,4/18/2019 12:00:00 AM,0
1.079,36.18434,-86.75477,1904915001,3/12/2019 12:00:00 AM,1310
1.065,36.1934,-86.75362,1904916001,3/10/2019 12:00:00 AM,1735
1.193,36.19329,-86.75138,1904916001,4/8/2019 12:00:00 AM,1635
1.001,36.18017,-86.81363,1904917001,3/18/2019 12:00:00 AM,1647
1.59,36.18095,-86.82426,1904917001,4/1/2019 12:00:00 AM,2033
0.094,36.21523,-86.81612,1904922001,3/13/2019 12:00:00 AM,1710
0.573,36.23165,-86.80383,1904924001,3/3/2019 12:00:00 AM,250
1.545,36.23241,-86.78668,1904924001,3/26/2019 12:00:00 AM,2020
2.215,36.23062,-86.77498,1904924001,4/19/2019 12:00:00 AM,1238
3.045,36.22958,-86.7604,1904924001,4/2/2019 12:00:00 AM,2211
3.18,36.22941,-86.75801,1904924001,3/15/2019 12:00:00 AM,1505
3.376,36.22997,-86.75461,1904924001,3/9/2019 12:00:00 AM,1459
3.777,36.23083,-86.74765,1904924001,3/5/2019 12:00:00 AM,449
5.366,36.33708,-86.77678,1904927001,4/4/2019 12:00:00 AM,1906
0.946,36.31622,-86.87633,1904929001,3/6/2019 12:00:00 AM,1623
0.139,36.27336,-86.70776,1904931001,4/4/2019 12:00:00 AM,703
0.779,36.24789,-86.73467,1904932001,3/18/2019 12:00:00 AM,1803
1.807,36.26261,-86.73253,1904932001,3/9/2019 12:00:00 AM,1922
1.914,36.26413,-86.73233,1904932001,3/28/2019 12:00:00 AM,1809
0.819,36.25388,-86.74407,1904933001,4/5/2019 12:00:00 AM,1700
0.993,36.25151,-86.74304,1904933001,4/26/2019 12:00:00 AM,1535
2.273,36.24809,-86.72134,1904933001,4/1/2019 12:00:00 AM,1737
2.292,36.24806,-86.72101,1904933001,3/23/2019 12:00:00 AM,2140
2.31,36.24803,-86.72069,1904933001,4/11/2019 12:00:00 AM,1235
1.448,36.22639,-86.60318,1904937001,3/29/2019 12:00:00 AM,813
2.865,36.18317,-86.67746,1904938001,3/23/2019 12:00:00 AM,1930
5.487,36.14624,-86.68443,1904938001,3/13/2019 12:00:00 AM,814
0.003,36.18381,-86.7483,1904939001,4/15/2019 12:00:00 AM,705
0.038,36.18374,-86.74769,1904939001,3/25/2019 12:00:00 AM,1118
0.049,36.18372,-86.74751,1904939001,3/26/2019 12:00:00 AM,801
4.148,36.21354,-86.72302,1904939001,4/8/2019 12:00:00 AM,1015
0.915,36.19397,-86.72588,1904940001,4/9/2019 12:00:00 AM,1417
0.189,36.20687,-86.72288,1904942001,3/2/2019 12:00:00 AM,1531
0.222,36.14629,-86.65342,1904945001,3/1/2019 12:00:00 AM,0
0.979,36.15237,-86.64553,1904945001,3/13/2019 12:00:00 AM,1231
0.193,36.10355,-86.72987,1904946001,3/29/2019 12:00:00 AM,910
0.216,36.1037,-86.7295,1904946001,4/12/2019 12:00:00 AM,1719
0.445,36.10687,-86.72873,1904946001,4/1/2019 12:00:00 AM,820
0.612,36.10923,-86.72819,1904946001,3/20/2019 12:00:00 AM,1815
0.657,36.10979,-86.72775,1904946001,4/18/2019 12:00:00 AM,1002
1.785,36.12232,-86.7176,1904946001,3/23/2019 12:00:00 AM,1500
0.691,36.10086,-86.7282,1904947001,4/12/2019 12:00:00 AM,0
1.355,36.11972,-86.7305,1904948001,3/13/2019 12:00:00 AM,1557
2.066,36.11486,-86.71959,1904948001,3/17/2019 12:00:00 AM,2019
0.12,36.12446,-86.70752,1904952901,3/25/2019 12:00:00 AM,319
1.463,36.08666,-86.73062,1904953001,3/29/2019 12:00:00 AM,1734
1.603,36.05322,-86.69018,1904956001,4/8/2019 12:00:00 AM,1144
1.924,36.05252,-86.68458,1904956001,3/14/2019 12:00:00 AM,2044
2.375,36.05303,-86.67672,1904956001,4/7/2019 12:00:00 AM,1152
0.066,36.04662,-86.67392,1904957001,4/15/2019 12:00:00 AM,1622
0.011,36.05882,-86.67026,1904958001,4/29/2019 12:00:00 AM,1206
0.472,36.0561,-86.66341,1904958001,3/25/2019 12:00:00 AM,827
1.62,36.04709,-86.648,1904958001,4/10/2019 12:00:00 AM,1430
1.622,36.04705,-86.64798,1904958001,3/12/2019 12:00:00 AM,1656
1.803,36.04514,-86.64617,1904958001,4/27/2019 12:00:00 AM,2151
2.073,36.04362,-86.64172,1904958001,4/10/2019 12:00:00 AM,1820
3.68,36.05324,-86.62015,1904958001,4/19/2019 12:00:00 AM,1902
0.002,36.04454,-86.65087,1904959001,4/9/2019 12:00:00 AM,1553
0.205,36.04547,-86.64749,1904959001,3/7/2019 12:00:00 AM,904
0.216,36.04548,-86.64729,1904959001,3/11/2019 12:00:00 AM,1553
0.045,36.04411,-86.66158,1904960001,3/9/2019 12:00:00 AM,1253
0.129,36.04289,-86.66163,1904960001,4/19/2019 12:00:00 AM,1824
0.021,36.05255,-86.65314,1904961001,4/3/2019 12:00:00 AM,632
0.03,36.05268,-86.65313,1904961001,4/8/2019 12:00:00 AM,1319
0.496,36.05714,-86.648,1904961001,3/10/2019 12:00:00 AM,2017
0.633,36.05807,-86.64584,1904961001,3/4/2019 12:00:00 AM,750
0.25,36.06026,-86.66687,1904963001,3/31/2019 12:00:00 AM,2131
1.031,36.06978,-86.66326,1904963001,3/30/2019 12:00:00 AM,2020
1.063,36.07017,-86.66356,1904963001,4/27/2019 12:00:00 AM,1914
1.406,36.07462,-86.66284,1904963001,4/2/2019 12:00:00 AM,1703
1.743,36.07726,-86.65809,1904963001,3/31/2019 12:00:00 AM,1311
1.84,36.07825,-86.65686,1904963001,3/1/2019 12:00:00 AM,812
2.22,36.08206,-86.65208,1904963001,4/22/2019 12:00:00 AM,1736
2.63,36.08701,-86.64834,1904963001,3/5/2019 12:00:00 AM,1712
3.143,36.08969,-86.64026,1904963001,4/21/2019 12:00:00 AM,1521
0.081,36.06514,-86.62716,1904965001,3/27/2019 12:00:00 AM,1555
1.368,36.06107,-86.60512,1904965001,3/9/2019 12:00:00 AM,31
1.773,36.05889,-86.59848,1904965001,4/4/2019 12:00:00 AM,727
1.773,36.05888,-86.59847,1904965001,4/6/2019 12:00:00 AM,1758
1.784,36.05881,-86.5983,1904965001,4/11/2019 12:00:00 AM,1555
2.096,36.05719,-86.59307,1904965001,3/27/2019 12:00:00 AM,1000
5.33,36.02893,-86.59006,1904965001,3/6/2019 12:00:00 AM,1900
1.383,36.17459,-86.61357,1904967001,3/26/2019 12:00:00 AM,839
0.4,36.06865,-86.67664,1904968001,3/12/2019 12:00:00 AM,2050
0.791,36.06812,-86.66973,1904968001,3/4/2019 12:00:00 AM,630
0.948,36.16841,-86.76009,1905333001,3/20/2019 12:00:00 AM,820
0.976,36.16823,-86.76055,1905333001,3/19/2019 12:00:00 AM,752
1.113,36.1674,-86.76274,1905333001,3/14/2019 12:00:00 AM,1715
1.301,36.16623,-86.76579,1905333001,3/27/2019 12:00:00 AM,822
1.326,36.16608,-86.76615,1905333001,3/26/2019 12:00:00 AM,950
1.473,36.16468,-86.76803,1905333001,3/5/2019 12:00:00 AM,2230
1.736,36.161,-86.7694,1905333001,4/2/2019 12:00:00 AM,0
